Time,PV(W),Grid(W),Load(W)
2025-06-06 00:00:00,0,195,195
2025-06-06 00:05:00,0,170,170
2025-06-06 00:10:00,0,202,202
2025-06-06 00:15:00,0,201,201
2025-06-06 00:20:00,0,248,248
2025-06-06 00:25:00,0,171,171
2025-06-06 00:30:00,0,195,195
2025-06-06 00:35:00,0,174,174
2025-06-06 00:40:00,0,208,208
2025-06-06 00:45:00,0,206,206
2025-06-06 00:50:00,0,220,220
2025-06-06 00:55:00,0,210,210
2025-06-06 01:00:00,0,196,196
2025-06-06 01:05:00,0,193,193
2025-06-06 01:10:00,0,173,173
2025-06-06 01:15:00,0,232,232
2025-06-06 01:20:00,0,202,202
2025-06-06 01:25:00,0,199,199
2025-06-06 01:30:00,0,200,200
2025-06-06 01:35:00,0,208,208
2025-06-06 01:40:00,0,176,176
2025-06-06 01:45:00,0,177,177
2025-06-06 01:50:00,0,200,200
2025-06-06 01:55:00,0,254,254
2025-06-06 02:00:00,0,207,207
2025-06-06 02:05:00,0,208,208
2025-06-06 02:10:00,0,181,181
2025-06-06 02:15:00,0,231,231
2025-06-06 02:20:00,0,178,178
2025-06-06 02:25:00,0,198,198
2025-06-06 02:30:00,0,200,200
2025-06-06 02:35:00,0,242,242
2025-06-06 02:40:00,0,199,199
2025-06-06 02:45:00,0,174,174
2025-06-06 02:50:00,0,174,174
2025-06-06 02:55:00,0,174,174
2025-06-06 03:00:00,0,199,199
2025-06-06 03:05:00,0,200,200
2025-06-06 03:10:00,0,304,304
2025-06-06 03:15:00,0,200,200
2025-06-06 03:20:00,0,178,178
2025-06-06 03:25:00,0,182,182
2025-06-06 03:30:00,0,176,176
2025-06-06 03:35:00,0,205,205
2025-06-06 03:40:00,0,208,208
2025-06-06 03:45:00,0,232,232
2025-06-06 03:50:00,0,209,209
2025-06-06 03:55:00,0,182,182
2025-06-06 04:00:00,0,184,184
2025-06-06 04:05:00,0,188,188
2025-06-06 04:10:00,0,204,204
2025-06-06 04:15:00,0,226,226
2025-06-06 04:20:00,0,208,208
2025-06-06 04:25:00,0,216,216
2025-06-06 04:30:00,0,203,203
2025-06-06 04:35:00,0,177,177
2025-06-06 04:40:00,0,175,175
2025-06-06 04:45:00,0,172,172
2025-06-06 04:50:00,0,228,228
2025-06-06 04:55:00,0,210,210
2025-06-06 05:00:00,0,202,202
2025-06-06 05:05:00,0,199,199
2025-06-06 05:10:00,0,231,231
2025-06-06 05:15:00,0,174,174
2025-06-06 05:20:00,0,172,172
2025-06-06 05:25:00,0,199,199
2025-06-06 05:30:00,0,236,236
2025-06-06 05:35:00,0,202,202
2025-06-06 05:40:00,0,195,195
2025-06-06 05:45:00,0,173,173
2025-06-06 05:50:00,0,189,189
2025-06-06 05:55:00,0,174,174
2025-06-06 06:00:00,0,184,184
2025-06-06 06:05:00,0,200,200
2025-06-06 06:10:00,0,202,202
2025-06-06 06:15:00,0,203,203
2025-06-06 06:20:00,0,179,179
2025-06-06 06:25:00,0,170,170
2025-06-06 06:30:00,0,169,169
2025-06-06 06:35:00,0,160,160
2025-06-06 06:40:00,0,192,192
2025-06-06 06:45:00,0,193,193
2025-06-06 06:50:00,0,209,209
2025-06-06 06:55:00,0,184,184
2025-06-06 07:00:00,0,157,157
2025-06-06 07:05:00,0,160,160
2025-06-06 07:10:00,139,75,214
2025-06-06 07:15:00,200,-26,174
2025-06-06 07:20:00,240,-34,206
2025-06-06 07:25:00,314,-101,213
2025-06-06 07:30:00,476,-186,290
2025-06-06 07:35:00,560,-340,220
2025-06-06 07:40:00,577,-386,191
2025-06-06 07:45:00,548,-366,182
2025-06-06 07:50:00,671,-500,171
