Time,PV(W),Grid(W),Load(W)
2025-05-15 00:00:00,0,375,375
2025-05-15 00:05:00,0,405,405
2025-05-15 00:10:00,0,369,369
2025-05-15 00:15:00,0,332,332
2025-05-15 00:20:00,0,356,356
2025-05-15 00:25:00,0,420,420
2025-05-15 00:30:00,0,406,406
2025-05-15 00:35:00,0,333,333
2025-05-15 00:40:00,0,347,347
2025-05-15 00:45:00,0,369,369
2025-05-15 00:50:00,0,236,236
2025-05-15 00:55:00,0,227,227
2025-05-15 01:00:00,0,221,221
2025-05-15 01:05:00,0,192,192
2025-05-15 01:10:00,0,189,189
2025-05-15 01:15:00,0,224,224
2025-05-15 01:20:00,0,220,220
2025-05-15 01:25:00,0,223,223
2025-05-15 01:30:00,0,236,236
2025-05-15 01:35:00,0,190,190
2025-05-15 01:40:00,0,196,196
2025-05-15 01:45:00,0,226,226
2025-05-15 01:50:00,0,229,229
2025-05-15 01:55:00,0,250,250
2025-05-15 02:00:00,0,216,216
2025-05-15 02:05:00,0,186,186
2025-05-15 02:10:00,0,217,217
2025-05-15 02:15:00,0,222,222
2025-05-15 02:20:00,0,226,226
2025-05-15 02:25:00,0,236,236
2025-05-15 02:30:00,0,188,188
2025-05-15 02:35:00,0,212,212
2025-05-15 02:40:00,0,226,226
2025-05-15 02:45:00,0,211,211
2025-05-15 02:50:00,0,242,242
2025-05-15 02:55:00,0,234,234
2025-05-15 03:00:00,0,193,193
2025-05-15 03:05:00,0,180,180
2025-05-15 03:10:00,0,238,238
2025-05-15 03:15:00,0,239,239
2025-05-15 03:20:00,0,214,214
2025-05-15 03:25:00,0,231,231
2025-05-15 03:30:00,0,182,182
2025-05-15 03:35:00,0,180,180
2025-05-15 03:40:00,0,211,211
2025-05-15 03:45:00,0,235,235
2025-05-15 03:50:00,0,215,215
2025-05-15 03:55:00,0,235,235
2025-05-15 04:00:00,0,182,182
2025-05-15 04:05:00,0,202,202
2025-05-15 04:10:00,0,212,212
2025-05-15 04:15:00,0,217,217
2025-05-15 04:20:00,0,215,215
2025-05-15 04:25:00,0,220,220
2025-05-15 04:30:00,0,184,184
2025-05-15 04:35:00,0,185,185
2025-05-15 04:40:00,0,212,212
2025-05-15 04:45:00,0,222,222
2025-05-15 04:50:00,0,220,220
2025-05-15 04:55:00,0,234,234
