Time,PV(W),Grid(W),Load(W)
2025-01-31 00:00:00,0,172,172
2025-01-31 00:05:00,0,128,128
2025-01-31 00:10:00,0,162,162
2025-01-31 00:15:00,0,163,163
2025-01-31 00:20:00,0,163,163
2025-01-31 00:25:00,0,172,172
2025-01-31 00:30:00,0,128,128
2025-01-31 00:35:00,0,164,164
2025-01-31 00:40:00,0,162,162
2025-01-31 00:45:00,0,165,165
2025-01-31 00:50:00,0,163,163
2025-01-31 00:55:00,0,128,128
2025-01-31 01:00:00,0,130,130
2025-01-31 01:05:00,0,175,175
2025-01-31 01:10:00,0,165,165
2025-01-31 01:15:00,0,164,164
2025-01-31 01:20:00,0,170,170
2025-01-31 01:25:00,0,130,130
2025-01-31 01:30:00,0,159,159
2025-01-31 01:35:00,0,163,163
2025-01-31 01:40:00,0,162,162
2025-01-31 01:45:00,0,160,160
2025-01-31 01:50:00,0,133,133
2025-01-31 01:55:00,0,172,172
2025-01-31 02:00:00,0,164,164
2025-01-31 02:05:00,0,174,174
2025-01-31 02:10:00,0,164,164
2025-01-31 02:15:00,0,128,128
2025-01-31 02:20:00,0,128,128
2025-01-31 02:25:00,0,176,176
2025-01-31 02:30:00,0,165,165
2025-01-31 02:35:00,0,163,163
2025-01-31 02:40:00,0,171,171
2025-01-31 02:45:00,0,130,130
2025-01-31 02:50:00,0,159,159
2025-01-31 02:55:00,0,164,164
2025-01-31 03:00:00,0,129,129
2025-01-31 03:05:00,0,337,337
2025-01-31 03:10:00,0,320,320
2025-01-31 03:15:00,0,321,321
2025-01-31 03:20:00,0,128,128
2025-01-31 03:25:00,0,129,129
2025-01-31 03:30:00,0,210,210
2025-01-31 03:35:00,0,224,224
2025-01-31 03:40:00,0,229,229
2025-01-31 03:45:00,0,228,228
2025-01-31 03:50:00,0,215,215
2025-01-31 03:55:00,0,208,208
2025-01-31 04:00:00,0,202,202
2025-01-31 04:05:00,0,219,219
2025-01-31 04:10:00,0,240,240
2025-01-31 04:15:00,0,143,143
2025-01-31 04:20:00,0,126,126
2025-01-31 04:25:00,0,128,128
2025-01-31 04:30:00,0,163,163
2025-01-31 04:35:00,0,166,166
2025-01-31 04:40:00,0,164,164
2025-01-31 04:45:00,0,172,172
2025-01-31 04:50:00,0,172,172
2025-01-31 04:55:00,0,174,174
2025-01-31 05:00:00,0,164,164
2025-01-31 05:05:00,0,128,128
2025-01-31 05:10:00,0,128,128
2025-01-31 05:15:00,0,124,124
2025-01-31 05:20:00,0,150,150
2025-01-31 05:25:00,0,151,151
2025-01-31 05:30:00,0,160,160
2025-01-31 05:35:00,0,156,156
2025-01-31 05:40:00,0,157,157
2025-01-31 05:45:00,101,32,133
2025-01-31 05:50:00,122,39,161
2025-01-31 05:55:00,144,22,166
2025-01-31 06:00:00,163,5,168
2025-01-31 06:05:00,182,0,182
2025-01-31 06:10:00,202,-66,136
2025-01-31 06:15:00,220,-85,135
2025-01-31 06:20:00,244,-74,170
2025-01-31 06:25:00,264,-97,167
2025-01-31 06:30:00,291,-122,169
2025-01-31 06:35:00,305,-124,181
2025-01-31 06:40:00,427,-300,127
2025-01-31 06:45:00,862,-693,169
2025-01-31 06:50:00,921,-745,176
2025-01-31 06:55:00,974,-799,175
2025-01-31 07:00:00,2205,-2030,175
2025-01-31 07:05:00,1221,-1065,156
2025-01-31 07:10:00,2833,-2705,128
2025-01-31 07:15:00,2692,-2506,186
2025-01-31 07:20:00,3536,-3348,188
2025-01-31 07:25:00,3721,-3534,187
2025-01-31 07:30:00,3775,-3599,176
2025-01-31 07:35:00,3896,-3734,162
2025-01-31 07:40:00,3391,-3184,207
2025-01-31 07:45:00,4099,-3900,199
2025-01-31 07:50:00,4179,-3977,202
2025-01-31 07:55:00,4300,-4092,208
2025-01-31 08:00:00,4523,-4360,163
2025-01-31 08:05:00,1862,-1862,0
2025-01-31 08:10:00,4692,-4480,212
2025-01-31 08:15:00,4620,-4420,200
2025-01-31 08:20:00,4941,-4679,262
2025-01-31 08:25:00,3563,-4097,-534
2025-01-31 08:30:00,3621,-4139,-518
2025-01-31 08:35:00,4904,-4702,202
2025-01-31 08:40:00,4894,-4674,220
2025-01-31 08:45:00,4917,-4730,187
2025-01-31 08:50:00,4818,-4656,162
2025-01-31 08:55:00,4900,-4726,174
2025-01-31 09:00:00,1469,-1299,170
2025-01-31 09:05:00,4385,-3911,474
2025-01-31 09:10:00,4844,-4576,268
2025-01-31 09:15:00,4820,-4582,238
2025-01-31 09:20:00,4764,-4614,150
2025-01-31 09:25:00,3858,-3858,0
2025-01-31 09:30:00,1761,-1624,137
2025-01-31 09:35:00,1832,-1628,204
2025-01-31 09:40:00,4826,-4616,210
2025-01-31 09:45:00,1585,-1415,170
2025-01-31 09:50:00,4827,-4653,174
2025-01-31 09:55:00,1211,-1038,173
2025-01-31 10:00:00,1333,-1151,182
2025-01-31 10:05:00,1722,-1534,188
2025-01-31 10:10:00,2048,-1857,191
2025-01-31 10:15:00,2956,-2956,0
2025-01-31 10:20:00,2018,-1871,147
2025-01-31 10:25:00,4807,-4557,250
2025-01-31 10:30:00,2278,-2125,153
2025-01-31 10:35:00,1828,-1636,192
2025-01-31 10:40:00,1615,-1463,152
2025-01-31 10:45:00,2046,-1890,156
2025-01-31 10:50:00,3331,-2932,399
