Time,PV(W),Grid(W),Load(W)
2025-01-22 00:00:00,0,418,418
2025-01-22 00:05:00,0,430,430
2025-01-22 00:10:00,0,234,234
2025-01-22 00:15:00,0,222,222
2025-01-22 00:20:00,0,222,222
2025-01-22 00:25:00,0,388,388
2025-01-22 00:30:00,0,440,440
2025-01-22 00:35:00,0,454,454
2025-01-22 00:40:00,0,224,224
2025-01-22 00:45:00,0,221,221
2025-01-22 00:50:00,0,238,238
2025-01-22 00:55:00,0,384,384
2025-01-22 01:00:00,0,447,447
2025-01-22 01:05:00,0,450,450
2025-01-22 01:10:00,0,227,227
2025-01-22 01:15:00,0,228,228
2025-01-22 01:20:00,0,222,222
2025-01-22 01:25:00,0,395,395
2025-01-22 01:30:00,0,331,331
2025-01-22 01:35:00,0,407,407
2025-01-22 01:40:00,0,437,437
2025-01-22 01:45:00,0,185,185
2025-01-22 01:50:00,0,378,378
2025-01-22 01:55:00,0,380,380
2025-01-22 02:00:00,0,386,386
2025-01-22 02:05:00,0,555,555
2025-01-22 02:10:00,0,394,394
2025-01-22 02:15:00,0,187,187
2025-01-22 02:20:00,0,269,269
2025-01-22 02:25:00,0,802,802
2025-01-22 02:30:00,0,287,287
2025-01-22 02:35:00,0,474,474
2025-01-22 02:40:00,0,508,508
2025-01-22 02:45:00,0,504,504
2025-01-22 02:50:00,0,268,268
2025-01-22 02:55:00,0,263,263
2025-01-22 03:00:00,0,784,784
2025-01-22 03:05:00,0,269,269
2025-01-22 03:10:00,0,437,437
2025-01-22 03:15:00,0,185,185
2025-01-22 03:20:00,0,219,219
2025-01-22 03:25:00,0,226,226
2025-01-22 03:30:00,0,227,227
2025-01-22 03:35:00,0,416,416
2025-01-22 03:40:00,0,254,254
2025-01-22 03:45:00,0,231,231
2025-01-22 03:50:00,0,708,708
2025-01-22 03:55:00,0,700,700
2025-01-22 04:00:00,0,432,432
2025-01-22 04:05:00,0,187,187
2025-01-22 04:10:00,0,246,246
2025-01-22 04:15:00,0,228,228
2025-01-22 04:20:00,0,308,308
2025-01-22 04:25:00,0,413,413
2025-01-22 04:30:00,0,238,238
2025-01-22 04:35:00,0,194,194
2025-01-22 04:40:00,0,725,725
2025-01-22 04:45:00,0,726,726
2025-01-22 04:50:00,0,418,418
2025-01-22 04:55:00,0,231,231
2025-01-22 05:00:00,0,238,238
2025-01-22 05:05:00,0,675,675
2025-01-22 05:10:00,0,690,690
2025-01-22 05:15:00,0,424,424
2025-01-22 05:20:00,0,210,210
2025-01-22 05:25:00,0,206,206
2025-01-22 05:30:00,0,688,688
2025-01-22 05:35:00,0,296,296
2025-01-22 05:40:00,145,276,421
2025-01-22 05:45:00,148,78,226
2025-01-22 05:50:00,251,-20,231
2025-01-22 05:55:00,189,34,223
2025-01-22 06:00:00,253,448,701
2025-01-22 06:05:00,334,286,620
2025-01-22 06:10:00,366,-141,225
2025-01-22 06:15:00,394,-165,229
2025-01-22 06:20:00,417,-191,226
2025-01-22 06:25:00,436,72,508
2025-01-22 06:30:00,481,-94,387
2025-01-22 06:35:00,829,-583,246
2025-01-22 06:40:00,945,-708,237
2025-01-22 06:45:00,1025,-788,237
2025-01-22 06:50:00,1132,-576,556
2025-01-22 06:55:00,2332,-2113,219
2025-01-22 07:00:00,1636,-1468,168
2025-01-22 07:05:00,2522,392,2914
2025-01-22 07:10:00,2659,-2094,565
2025-01-22 07:15:00,3543,-3086,457
2025-01-22 07:20:00,3676,-3342,334
2025-01-22 07:25:00,3766,-3471,295
2025-01-22 07:30:00,3980,-3102,878
2025-01-22 07:35:00,4043,-3645,398
2025-01-22 07:40:00,4432,-3859,573
2025-01-22 07:45:00,4296,-3472,824
2025-01-22 07:50:00,4438,-3873,565
2025-01-22 07:55:00,4414,-2006,2408
2025-01-22 08:00:00,4490,-4116,374
2025-01-22 08:05:00,4707,-4092,615
2025-01-22 08:10:00,4753,-3848,905
2025-01-22 08:15:00,4835,-2001,2834
2025-01-22 08:20:00,4771,-1686,3085
2025-01-22 08:25:00,4830,-1769,3061
