Time,PV(W),Grid(W),Load(W)
2025-09-11 00:00:00,0,336,336
2025-09-11 00:05:00,0,289,289
2025-09-11 00:10:00,0,320,320
2025-09-11 00:15:00,0,366,366
2025-09-11 00:20:00,0,362,362
2025-09-11 00:25:00,0,258,258
2025-09-11 00:30:00,0,225,225
2025-09-11 00:35:00,0,218,218
2025-09-11 00:40:00,0,208,208
2025-09-11 00:45:00,0,213,213
2025-09-11 00:50:00,0,204,204
2025-09-11 00:55:00,0,161,161
2025-09-11 01:00:00,0,165,165
2025-09-11 01:05:00,0,193,193
2025-09-11 01:10:00,0,208,208
2025-09-11 01:15:00,0,188,188
2025-09-11 01:20:00,0,191,191
2025-09-11 01:25:00,0,148,148
2025-09-11 01:30:00,0,190,190
2025-09-11 01:35:00,0,170,170
2025-09-11 01:40:00,0,167,167
2025-09-11 01:45:00,0,250,250
2025-09-11 01:50:00,0,132,132
2025-09-11 01:55:00,0,130,130
2025-09-11 02:00:00,0,162,162
2025-09-11 02:05:00,0,174,174
2025-09-11 02:10:00,0,186,186
2025-09-11 02:15:00,0,158,158
2025-09-11 02:20:00,0,126,126
2025-09-11 02:25:00,0,125,125
2025-09-11 02:30:00,0,175,175
2025-09-11 02:35:00,0,160,160
2025-09-11 02:40:00,0,158,158
2025-09-11 02:45:00,0,182,182
2025-09-11 02:50:00,0,142,142
2025-09-11 02:55:00,0,125,125
2025-09-11 03:00:00,0,154,154
2025-09-11 03:05:00,0,158,158
2025-09-11 03:10:00,0,157,157
2025-09-11 03:15:00,0,124,124
2025-09-11 03:20:00,0,125,125
2025-09-11 03:25:00,0,158,158
2025-09-11 03:30:00,0,158,158
2025-09-11 03:35:00,0,162,162
2025-09-11 03:40:00,0,155,155
2025-09-11 03:45:00,0,123,123
2025-09-11 03:50:00,0,138,138
2025-09-11 03:55:00,0,176,176
2025-09-11 04:00:00,0,161,161
2025-09-11 04:05:00,0,184,184
2025-09-11 04:10:00,0,162,162
2025-09-11 04:15:00,0,135,135
2025-09-11 04:20:00,0,156,156
2025-09-11 04:25:00,0,174,174
2025-09-11 04:30:00,0,155,155
2025-09-11 04:35:00,0,156,156
2025-09-11 04:40:00,0,152,152
2025-09-11 04:45:00,0,155,155
2025-09-11 04:50:00,0,126,126
2025-09-11 04:55:00,0,156,156
2025-09-11 05:00:00,0,155,155
2025-09-11 05:05:00,0,155,155
2025-09-11 05:10:00,0,154,154
2025-09-11 05:15:00,0,150,150
2025-09-11 05:20:00,0,128,128
2025-09-11 05:25:00,0,126,126
2025-09-11 05:30:00,0,184,184
2025-09-11 05:35:00,0,159,159
2025-09-11 05:40:00,0,151,151
2025-09-11 05:45:00,0,159,159
2025-09-11 05:50:00,0,111,111
2025-09-11 05:55:00,0,109,109
2025-09-11 06:00:00,0,137,137
2025-09-11 06:05:00,0,162,162
2025-09-11 06:10:00,0,135,135
2025-09-11 06:15:00,0,148,148
2025-09-11 06:20:00,0,112,112
2025-09-11 06:25:00,0,111,111
2025-09-11 06:30:00,113,17,130
2025-09-11 06:35:00,124,0,124
2025-09-11 06:40:00,135,34,169
2025-09-11 06:45:00,147,8,155
2025-09-11 06:50:00,158,0,158
2025-09-11 06:55:00,172,0,172
2025-09-11 07:00:00,188,-57,131
2025-09-11 07:05:00,294,-182,112
2025-09-11 07:10:00,787,-655,132
2025-09-11 07:15:00,819,-663,156
2025-09-11 07:20:00,1626,-1546,80
2025-09-11 07:25:00,2353,-2138,215
2025-09-11 07:30:00,2492,-167,2325
2025-09-11 07:35:00,2590,-2404,186
2025-09-11 07:40:00,3377,-1074,2303
2025-09-11 07:45:00,3640,-3311,329
2025-09-11 07:50:00,3749,-3223,526
2025-09-11 07:55:00,3844,-1385,2459
2025-09-11 08:00:00,3924,-1491,2433
2025-09-11 08:05:00,4004,-3520,484
2025-09-11 08:10:00,4111,-3816,295
2025-09-11 08:15:00,4176,-3892,284
2025-09-11 08:20:00,4261,-2051,2210
2025-09-11 08:25:00,4322,-2084,2238
2025-09-11 08:30:00,4362,-2141,2221
2025-09-11 08:35:00,4441,-2194,2247
2025-09-11 08:40:00,4497,-2257,2240
2025-09-11 08:45:00,4548,-2324,2224
2025-09-11 08:50:00,4572,-2367,2205
2025-09-11 08:55:00,4629,-2501,2128
2025-09-11 09:00:00,4656,-2512,2144
2025-09-11 09:05:00,4698,-2558,2140
2025-09-11 09:10:00,4736,-2535,2201
2025-09-11 09:15:00,4772,-2610,2162
2025-09-11 09:20:00,4797,-2623,2174
2025-09-11 09:25:00,4832,-2644,2188
2025-09-11 09:30:00,4872,-2821,2051
2025-09-11 09:35:00,4897,-754,4143
2025-09-11 09:40:00,4866,-2704,2162
2025-09-11 09:45:00,4887,-2689,2198
2025-09-11 09:50:00,4949,-820,4129
2025-09-11 09:55:00,4925,-772,4153
2025-09-11 10:00:00,4916,-2832,2084
2025-09-11 10:05:00,4865,-2791,2074
2025-09-11 10:10:00,4913,-2778,2135
2025-09-11 10:15:00,4897,-2796,2101
2025-09-11 10:20:00,4927,-2825,2102
2025-09-11 10:25:00,4908,-2854,2054
2025-09-11 10:30:00,4904,-2850,2054
2025-09-11 10:35:00,4921,-2822,2099
2025-09-11 10:40:00,4950,-2825,2125
2025-09-11 10:45:00,4897,-2402,2495
2025-09-11 10:50:00,4813,-4454,359
2025-09-11 10:55:00,4903,-4634,269
2025-09-11 11:00:00,4875,-4591,284
2025-09-11 11:05:00,4873,-4613,260
2025-09-11 11:10:00,4851,-4558,293
2025-09-11 11:15:00,4832,-4576,256
2025-09-11 11:20:00,4798,-4534,264
2025-09-11 11:25:00,4754,-4467,287
2025-09-11 11:30:00,4709,-4424,285
2025-09-11 11:35:00,4692,-4136,556
2025-09-11 11:40:00,4653,-4368,285
2025-09-11 11:45:00,4598,-4384,214
2025-09-11 11:50:00,4541,-4316,225
2025-09-11 11:55:00,4487,-4263,224
2025-09-11 12:00:00,4452,-4147,305
2025-09-11 12:05:00,4387,-4154,233
2025-09-11 12:10:00,4352,-4117,235
2025-09-11 12:15:00,4272,-4042,230
2025-09-11 12:20:00,4216,-4006,210
2025-09-11 12:25:00,4165,-3982,183
2025-09-11 12:30:00,4095,-3915,180
2025-09-11 12:35:00,4049,-3844,205
2025-09-11 12:40:00,3980,-3757,223
2025-09-11 12:45:00,3908,-3692,216
2025-09-11 12:50:00,3833,-3602,231
2025-09-11 12:55:00,3746,-3563,183
2025-09-11 13:00:00,3662,-3486,176
2025-09-11 13:05:00,3595,-3390,205
2025-09-11 13:10:00,3498,-3231,267
2025-09-11 13:15:00,3414,-3206,208
2025-09-11 13:20:00,3325,-3124,201
2025-09-11 13:25:00,3240,-3022,218
2025-09-11 13:30:00,3140,-2965,175
2025-09-11 13:35:00,3026,-2864,162
2025-09-11 13:40:00,2940,-2737,203
2025-09-11 13:45:00,2845,-2644,201
2025-09-11 13:50:00,2736,-2539,197
2025-09-11 13:55:00,2652,-2420,232
2025-09-11 14:00:00,2554,-2376,178
2025-09-11 14:05:00,2435,-2264,171
2025-09-11 14:10:00,2317,-2139,178
2025-09-11 14:15:00,2129,-1929,200
2025-09-11 14:20:00,1911,-1583,328
2025-09-11 14:25:00,1749,-1464,285
2025-09-11 14:30:00,1498,-1424,74
2025-09-11 14:35:00,1225,-1079,146
2025-09-11 14:40:00,1127,-932,195
2025-09-11 14:45:00,1034,-858,176
