Time,PV(W),Grid(W),Load(W)
2025-09-14 00:00:00,0,153,153
2025-09-14 00:05:00,0,125,125
2025-09-14 00:10:00,0,127,127
2025-09-14 00:15:00,0,241,241
2025-09-14 00:20:00,0,153,153
2025-09-14 00:25:00,0,154,154
2025-09-14 00:30:00,0,156,156
2025-09-14 00:35:00,0,130,130
2025-09-14 00:40:00,0,129,129
2025-09-14 00:45:00,0,128,128
2025-09-14 00:50:00,0,155,155
2025-09-14 00:55:00,0,156,156
2025-09-14 01:00:00,0,150,150
2025-09-14 01:05:00,0,155,155
2025-09-14 01:10:00,0,127,127
2025-09-14 01:15:00,0,163,163
2025-09-14 01:20:00,0,172,172
2025-09-14 01:25:00,0,154,154
2025-09-14 01:30:00,0,156,156
2025-09-14 01:35:00,0,152,152
2025-09-14 01:40:00,0,152,152
2025-09-14 01:45:00,0,125,125
2025-09-14 01:50:00,0,130,130
2025-09-14 01:55:00,0,169,169
2025-09-14 02:00:00,0,152,152
2025-09-14 02:05:00,0,153,153
2025-09-14 02:10:00,0,154,154
2025-09-14 02:15:00,0,130,130
2025-09-14 02:20:00,0,128,128
2025-09-14 02:25:00,0,138,138
2025-09-14 02:30:00,0,224,224
2025-09-14 02:35:00,0,173,173
2025-09-14 02:40:00,0,174,174
2025-09-14 02:45:00,0,143,143
2025-09-14 02:50:00,0,142,142
2025-09-14 02:55:00,0,134,134
2025-09-14 03:00:00,0,165,165
2025-09-14 03:05:00,0,219,219
2025-09-14 03:10:00,0,159,159
2025-09-14 03:15:00,0,160,160
2025-09-14 03:20:00,0,128,128
2025-09-14 03:25:00,0,128,128
2025-09-14 03:30:00,0,133,133
2025-09-14 03:35:00,0,158,158
2025-09-14 03:40:00,0,163,163
2025-09-14 03:45:00,0,159,159
2025-09-14 03:50:00,0,162,162
2025-09-14 03:55:00,0,147,147
2025-09-14 04:00:00,0,158,158
2025-09-14 04:05:00,0,139,139
2025-09-14 04:10:00,0,158,158
2025-09-14 04:15:00,0,204,204
2025-09-14 04:20:00,0,167,167
2025-09-14 04:25:00,0,158,158
2025-09-14 04:30:00,0,128,128
2025-09-14 04:35:00,0,132,132
2025-09-14 04:40:00,0,175,175
2025-09-14 04:45:00,0,157,157
2025-09-14 04:50:00,0,156,156
2025-09-14 04:55:00,0,155,155
2025-09-14 05:00:00,0,132,132
2025-09-14 05:05:00,0,128,128
2025-09-14 05:10:00,0,129,129
2025-09-14 05:15:00,0,154,154
2025-09-14 05:20:00,0,153,153
2025-09-14 05:25:00,0,152,152
2025-09-14 05:30:00,0,153,153
2025-09-14 05:35:00,0,146,146
2025-09-14 05:40:00,0,125,125
2025-09-14 05:45:00,0,119,119
2025-09-14 05:50:00,0,150,150
2025-09-14 05:55:00,0,139,139
2025-09-14 06:00:00,0,139,139
2025-09-14 06:05:00,0,137,137
2025-09-14 06:10:00,0,113,113
2025-09-14 06:15:00,114,18,132
2025-09-14 06:20:00,196,-61,135
2025-09-14 06:25:00,271,-141,130
2025-09-14 06:30:00,304,-144,160
2025-09-14 06:35:00,379,-197,182
2025-09-14 06:40:00,495,-327,168
2025-09-14 06:45:00,579,-430,149
2025-09-14 06:50:00,421,-283,138
2025-09-14 06:55:00,492,-381,111
2025-09-14 07:00:00,827,-624,203
2025-09-14 07:05:00,884,-715,169
2025-09-14 07:10:00,1109,-938,171
2025-09-14 07:15:00,1209,-1066,143
2025-09-14 07:20:00,1159,-1027,132
2025-09-14 07:25:00,1408,-1281,127
2025-09-14 07:30:00,2171,-2068,103
2025-09-14 07:35:00,1944,-1790,154
2025-09-14 07:40:00,2781,-2696,85
2025-09-14 07:45:00,3107,-2834,273
2025-09-14 07:50:00,3395,-3173,222
2025-09-14 07:55:00,3579,-3405,174
2025-09-14 08:00:00,3688,-3515,173
2025-09-14 08:05:00,3770,-3601,169
2025-09-14 08:10:00,3848,-3673,175
2025-09-14 08:15:00,3904,-3700,204
2025-09-14 08:20:00,3962,-1946,2016
2025-09-14 08:25:00,4022,-1991,2031
2025-09-14 08:30:00,4087,-2054,2033
2025-09-14 08:35:00,3815,-1722,2093
2025-09-14 08:40:00,4192,-2188,2004
2025-09-14 08:45:00,4260,-2245,2015
2025-09-14 08:50:00,4293,-2260,2033
2025-09-14 08:55:00,4349,-2290,2059
2025-09-14 09:00:00,4390,-2314,2076
2025-09-14 09:05:00,4415,-244,4171
2025-09-14 09:10:00,4468,-2410,2058
2025-09-14 09:15:00,4514,-2462,2052
2025-09-14 09:20:00,4556,-2522,2034
2025-09-14 09:25:00,4594,-2511,2083
2025-09-14 09:30:00,4615,-2542,2073
2025-09-14 09:35:00,4630,-2554,2076
2025-09-14 09:40:00,4853,-2778,2075
2025-09-14 09:45:00,4902,-2862,2040
2025-09-14 09:50:00,1054,873,1927
2025-09-14 09:55:00,4988,-604,4384
2025-09-14 10:00:00,4054,1292,5346
2025-09-14 10:05:00,1256,767,2023
2025-09-14 10:10:00,1493,567,2060
2025-09-14 10:15:00,1371,656,2027
2025-09-14 10:20:00,4999,-598,4401
2025-09-14 10:25:00,1624,377,2001
2025-09-14 10:30:00,1371,1099,2470
2025-09-14 10:35:00,1183,-764,419
2025-09-14 10:40:00,1396,-977,419
2025-09-14 10:45:00,1286,-818,468
2025-09-14 10:50:00,5012,-422,4590
2025-09-14 10:55:00,4972,-2834,2138
2025-09-14 11:00:00,4956,-2822,2134
2025-09-14 11:05:00,4974,-2783,2191
2025-09-14 11:10:00,4948,-4552,396
2025-09-14 11:15:00,4947,-2225,2722
2025-09-14 11:20:00,4906,-2714,2192
2025-09-14 11:25:00,4968,-2790,2178
2025-09-14 11:30:00,4967,-2806,2161
2025-09-14 11:35:00,4980,-1069,3911
2025-09-14 11:40:00,5006,-1065,3941
2025-09-14 11:45:00,4980,-2816,2164
2025-09-14 11:50:00,1076,851,1927
2025-09-14 11:55:00,1387,638,2025
2025-09-14 12:00:00,1642,316,1958
2025-09-14 12:05:00,1527,429,1956
2025-09-14 12:10:00,1904,2012,3916
2025-09-14 12:15:00,3280,887,4167
2025-09-14 12:20:00,4631,-4188,443
2025-09-14 12:25:00,4633,-2271,2362
2025-09-14 12:30:00,4699,-4286,413
2025-09-14 12:35:00,4557,-4172,385
2025-09-14 12:40:00,1229,951,2180
2025-09-14 12:45:00,1857,-1421,436
2025-09-14 12:50:00,1542,-1261,281
2025-09-14 12:55:00,1613,-1428,185
2025-09-14 13:00:00,1239,-944,295
2025-09-14 13:05:00,1094,-823,271
2025-09-14 13:10:00,1082,-820,262
2025-09-14 13:15:00,1094,-863,231
2025-09-14 13:20:00,1021,-787,234
2025-09-14 13:25:00,1061,-822,239
2025-09-14 13:30:00,1372,-1132,240
2025-09-14 13:35:00,1366,589,1955
2025-09-14 13:40:00,3906,-1829,2077
2025-09-14 13:45:00,1521,-1310,211
2025-09-14 13:50:00,3010,-2945,65
2025-09-14 13:55:00,751,-502,249
2025-09-14 14:00:00,748,-526,222
2025-09-14 14:05:00,845,-615,230
2025-09-14 14:10:00,929,-713,216
2025-09-14 14:15:00,947,-746,201
2025-09-14 14:20:00,999,-792,207
2025-09-14 14:25:00,1036,-829,207
2025-09-14 14:30:00,969,-760,209
2025-09-14 14:35:00,983,-785,198
2025-09-14 14:40:00,1533,-1288,245
2025-09-14 14:45:00,1288,-990,298
2025-09-14 14:50:00,1254,-908,346
2025-09-14 14:55:00,1244,-996,248
2025-09-14 15:00:00,1078,-795,283
2025-09-14 15:05:00,986,-764,222
2025-09-14 15:10:00,869,-608,261
2025-09-14 15:15:00,861,-575,286
2025-09-14 15:20:00,902,-688,214
2025-09-14 15:25:00,643,-384,259
2025-09-14 15:30:00,574,-365,209
