Time,PV(W),Grid(W),Load(W)
2025-03-21 00:00:00,0,163,163
2025-03-21 00:05:00,0,198,198
2025-03-21 00:10:00,0,175,175
2025-03-21 00:15:00,0,180,180
2025-03-21 00:20:00,0,168,168
2025-03-21 00:25:00,0,128,128
2025-03-21 00:30:00,0,172,172
2025-03-21 00:35:00,0,222,222
2025-03-21 00:40:00,0,182,182
2025-03-21 00:45:00,0,204,204
2025-03-21 00:50:00,0,173,173
2025-03-21 00:55:00,0,130,130
2025-03-21 01:00:00,0,166,166
2025-03-21 01:05:00,0,202,202
2025-03-21 01:10:00,0,180,180
2025-03-21 01:15:00,0,189,189
2025-03-21 01:20:00,0,151,151
2025-03-21 01:25:00,0,175,175
2025-03-21 01:30:00,0,166,166
2025-03-21 01:35:00,0,173,173
2025-03-21 01:40:00,0,204,204
2025-03-21 01:45:00,0,144,144
2025-03-21 01:50:00,0,186,186
2025-03-21 01:55:00,0,211,211
2025-03-21 02:00:00,0,172,172
2025-03-21 02:05:00,0,168,168
2025-03-21 02:10:00,0,180,180
2025-03-21 02:15:00,0,156,156
2025-03-21 02:20:00,0,162,162
2025-03-21 02:25:00,0,166,166
2025-03-21 02:30:00,0,176,176
2025-03-21 02:35:00,0,187,187
2025-03-21 02:40:00,0,134,134
2025-03-21 02:45:00,0,138,138
2025-03-21 02:50:00,0,168,168
2025-03-21 02:55:00,0,174,174
2025-03-21 03:00:00,0,168,168
2025-03-21 03:05:00,0,175,175
2025-03-21 03:10:00,0,142,142
2025-03-21 03:15:00,0,178,178
2025-03-21 03:20:00,0,177,177
2025-03-21 03:25:00,0,170,170
2025-03-21 03:30:00,0,196,196
2025-03-21 03:35:00,0,132,132
2025-03-21 03:40:00,0,131,131
2025-03-21 03:45:00,0,174,174
2025-03-21 03:50:00,0,228,228
2025-03-21 03:55:00,0,173,173
2025-03-21 04:00:00,0,178,178
2025-03-21 04:05:00,0,136,136
2025-03-21 04:10:00,0,166,166
2025-03-21 04:15:00,0,176,176
2025-03-21 04:20:00,0,133,133
2025-03-21 04:25:00,0,330,330
2025-03-21 04:30:00,0,339,339
2025-03-21 04:35:00,0,334,334
2025-03-21 04:40:00,0,327,327
2025-03-21 04:45:00,0,134,134
2025-03-21 04:50:00,0,239,239
2025-03-21 04:55:00,0,250,250
