Time,PV(W),Grid(W),Load(W)
2025-11-16 00:00:00,0,494,494
2025-11-16 00:05:00,0,486,486
2025-11-16 00:10:00,0,478,478
2025-11-16 00:15:00,0,458,458
2025-11-16 00:20:00,0,426,426
2025-11-16 00:25:00,0,412,412
2025-11-16 00:30:00,0,430,430
2025-11-16 00:35:00,0,221,221
2025-11-16 00:40:00,0,215,215
2025-11-16 00:45:00,0,207,207
2025-11-16 00:50:00,0,423,423
2025-11-16 00:55:00,0,213,213
2025-11-16 01:00:00,0,430,430
2025-11-16 01:05:00,0,432,432
2025-11-16 01:10:00,0,419,419
2025-11-16 01:15:00,0,206,206
2025-11-16 01:20:00,0,162,162
2025-11-16 01:25:00,0,186,186
2025-11-16 01:30:00,0,187,187
2025-11-16 01:35:00,0,644,644
2025-11-16 01:40:00,0,394,394
2025-11-16 01:45:00,0,402,402
2025-11-16 01:50:00,0,192,192
2025-11-16 01:55:00,0,193,193
2025-11-16 02:00:00,0,191,191
2025-11-16 02:05:00,0,202,202
2025-11-16 02:10:00,0,192,192
2025-11-16 02:15:00,0,396,396
2025-11-16 02:20:00,0,392,392
2025-11-16 02:25:00,0,143,143
2025-11-16 02:30:00,0,324,324
2025-11-16 02:35:00,0,326,326
2025-11-16 02:40:00,0,329,329
2025-11-16 02:45:00,0,326,326
2025-11-16 02:50:00,0,323,323
2025-11-16 02:55:00,0,603,603
2025-11-16 03:00:00,0,350,350
2025-11-16 03:05:00,0,227,227
2025-11-16 03:10:00,0,235,235
2025-11-16 03:15:00,0,242,242
2025-11-16 03:20:00,0,239,239
2025-11-16 03:25:00,0,236,236
2025-11-16 03:30:00,0,233,233
2025-11-16 03:35:00,0,229,229
2025-11-16 03:40:00,0,241,241
2025-11-16 03:45:00,0,215,215
2025-11-16 03:50:00,0,696,696
2025-11-16 03:55:00,0,432,432
2025-11-16 04:00:00,0,218,218
2025-11-16 04:05:00,0,218,218
2025-11-16 04:10:00,0,135,135
2025-11-16 04:15:00,0,171,171
2025-11-16 04:20:00,0,175,175
2025-11-16 04:25:00,0,174,174
2025-11-16 04:30:00,0,190,190
2025-11-16 04:35:00,0,184,184
2025-11-16 04:40:00,0,184,184
2025-11-16 04:45:00,0,446,446
2025-11-16 04:50:00,0,185,185
