Time,PV(W),Grid(W),Load(W)
2025-01-23 00:00:00,0,724,724
2025-01-23 00:05:00,0,264,264
2025-01-23 00:10:00,0,422,422
2025-01-23 00:15:00,0,452,452
2025-01-23 00:20:00,0,432,432
2025-01-23 00:25:00,0,207,207
2025-01-23 00:30:00,0,201,201
2025-01-23 00:35:00,0,706,706
2025-01-23 00:40:00,0,683,683
2025-01-23 00:45:00,0,433,433
2025-01-23 00:50:00,0,420,420
2025-01-23 00:55:00,0,419,419
2025-01-23 01:00:00,0,220,220
2025-01-23 01:05:00,0,222,222
2025-01-23 01:10:00,0,742,742
2025-01-23 01:15:00,0,129,129
2025-01-23 01:20:00,0,324,324
2025-01-23 01:25:00,0,378,378
2025-01-23 01:30:00,0,391,391
2025-01-23 01:35:00,0,184,184
2025-01-23 01:40:00,0,160,160
2025-01-23 01:45:00,0,160,160
2025-01-23 01:50:00,0,217,217
2025-01-23 01:55:00,0,355,355
2025-01-23 02:00:00,0,363,363
2025-01-23 02:05:00,0,160,160
2025-01-23 02:10:00,0,186,186
2025-01-23 02:15:00,0,151,151
2025-01-23 02:20:00,0,162,162
2025-01-23 02:25:00,0,274,274
2025-01-23 02:30:00,0,383,383
2025-01-23 02:35:00,0,158,158
2025-01-23 02:40:00,0,160,160
2025-01-23 02:45:00,0,116,116
2025-01-23 02:50:00,0,150,150
2025-01-23 02:55:00,0,336,336
2025-01-23 03:00:00,0,369,369
2025-01-23 03:05:00,0,157,157
2025-01-23 03:10:00,0,163,163
2025-01-23 03:15:00,0,120,120
2025-01-23 03:20:00,0,159,159
2025-01-23 03:25:00,0,155,155
2025-01-23 03:30:00,0,179,179
2025-01-23 03:35:00,0,344,344
2025-01-23 03:40:00,0,169,169
2025-01-23 03:45:00,0,124,124
2025-01-23 03:50:00,0,176,176
2025-01-23 03:55:00,0,650,650
2025-01-23 04:00:00,0,658,658
2025-01-23 04:05:00,0,164,164
2025-01-23 04:10:00,0,185,185
2025-01-23 04:15:00,0,127,127
2025-01-23 04:20:00,0,154,154
2025-01-23 04:25:00,0,178,178
2025-01-23 04:30:00,0,410,410
2025-01-23 04:35:00,0,166,166
2025-01-23 04:40:00,0,122,122
2025-01-23 04:45:00,0,160,160
2025-01-23 04:50:00,0,337,337
2025-01-23 04:55:00,0,647,647
2025-01-23 05:00:00,0,162,162
2025-01-23 05:05:00,0,161,161
2025-01-23 05:10:00,0,141,141
2025-01-23 05:15:00,0,150,150
2025-01-23 05:20:00,0,354,354
2025-01-23 05:25:00,0,346,346
2025-01-23 05:30:00,0,182,182
2025-01-23 05:35:00,0,109,109
2025-01-23 05:40:00,0,139,139
2025-01-23 05:45:00,0,146,146
