Time,PV(W),Grid(W),Load(W)
2025-07-12 00:00:00,0,640,640
2025-07-12 00:05:00,0,172,172
2025-07-12 00:10:00,0,684,684
2025-07-12 00:15:00,0,184,184
2025-07-12 00:20:00,0,166,166
2025-07-12 00:25:00,0,770,770
2025-07-12 00:30:00,0,205,205
2025-07-12 00:35:00,0,207,207
2025-07-12 00:40:00,0,679,679
2025-07-12 00:45:00,0,655,655
2025-07-12 00:50:00,0,178,178
2025-07-12 00:55:00,0,176,176
2025-07-12 01:00:00,0,694,694
2025-07-12 01:05:00,0,648,648
2025-07-12 01:10:00,0,155,155
2025-07-12 01:15:00,0,170,170
2025-07-12 01:20:00,0,781,781
2025-07-12 01:25:00,0,652,652
2025-07-12 01:30:00,0,187,187
2025-07-12 01:35:00,0,173,173
2025-07-12 01:40:00,0,132,132
2025-07-12 01:45:00,0,684,684
2025-07-12 01:50:00,0,620,620
2025-07-12 01:55:00,0,160,160
2025-07-12 02:00:00,0,157,157
2025-07-12 02:05:00,0,156,156
2025-07-12 02:10:00,0,738,738
2025-07-12 02:15:00,0,182,182
2025-07-12 02:20:00,0,193,193
2025-07-12 02:25:00,0,174,174
2025-07-12 02:30:00,0,729,729
2025-07-12 02:35:00,0,673,673
2025-07-12 02:40:00,0,182,182
2025-07-12 02:45:00,0,146,146
2025-07-12 02:50:00,0,150,150
2025-07-12 02:55:00,0,172,172
2025-07-12 03:00:00,0,746,746
2025-07-12 03:05:00,0,643,643
2025-07-12 03:10:00,0,170,170
2025-07-12 03:15:00,0,143,143
2025-07-12 03:20:00,0,151,151
2025-07-12 03:25:00,0,674,674
2025-07-12 03:30:00,0,617,617
2025-07-12 03:35:00,0,250,250
2025-07-12 03:40:00,0,182,182
2025-07-12 03:45:00,0,183,183
2025-07-12 03:50:00,0,715,715
2025-07-12 03:55:00,0,616,616
2025-07-12 04:00:00,0,169,169
2025-07-12 04:05:00,0,184,184
2025-07-12 04:10:00,0,178,178
2025-07-12 04:15:00,0,788,788
2025-07-12 04:20:00,0,206,206
2025-07-12 04:25:00,0,150,150
2025-07-12 04:30:00,0,150,150
2025-07-12 04:35:00,0,656,656
2025-07-12 04:40:00,0,615,615
2025-07-12 04:45:00,0,295,295
2025-07-12 04:50:00,0,186,186
2025-07-12 04:55:00,0,184,184
2025-07-12 05:00:00,0,748,748
2025-07-12 05:05:00,0,575,575
2025-07-12 05:10:00,0,153,153
2025-07-12 05:15:00,0,177,177
2025-07-12 05:20:00,0,705,705
2025-07-12 05:25:00,0,602,602
2025-07-12 05:30:00,0,214,214
2025-07-12 05:35:00,0,166,166
2025-07-12 05:40:00,0,175,175
2025-07-12 05:45:00,0,734,734
2025-07-12 05:50:00,0,173,173
2025-07-12 05:55:00,0,173,173
2025-07-12 06:00:00,0,196,196
2025-07-12 06:05:00,0,777,777
2025-07-12 06:10:00,0,597,597
2025-07-12 06:15:00,0,180,180
2025-07-12 06:20:00,0,172,172
2025-07-12 06:25:00,0,193,193
2025-07-12 06:30:00,0,792,792
2025-07-12 06:35:00,0,188,188
2025-07-12 06:40:00,0,156,156
2025-07-12 06:45:00,0,188,188
2025-07-12 06:50:00,0,740,740
2025-07-12 06:55:00,0,553,553
2025-07-12 07:00:00,0,145,145
2025-07-12 07:05:00,0,146,146
2025-07-12 07:10:00,0,721,721
2025-07-12 07:15:00,103,488,591
2025-07-12 07:20:00,116,39,155
2025-07-12 07:25:00,129,28,157
2025-07-12 07:30:00,143,534,677
2025-07-12 07:35:00,155,452,607
2025-07-12 07:40:00,168,36,204
2025-07-12 07:45:00,183,0,183
2025-07-12 07:50:00,201,582,783
2025-07-12 07:55:00,632,16,648
2025-07-12 08:00:00,1010,-846,164
2025-07-12 08:05:00,1113,-956,157
2025-07-12 08:10:00,1147,-909,238
2025-07-12 08:15:00,1188,1060,2248
2025-07-12 08:20:00,1224,-1029,195
2025-07-12 08:25:00,1264,-1027,237
2025-07-12 08:30:00,1290,-1068,222
2025-07-12 08:35:00,1323,-1091,232
2025-07-12 08:40:00,1354,-1131,223
2025-07-12 08:45:00,1383,-1130,253
2025-07-12 08:50:00,1409,-1153,256
2025-07-12 08:55:00,1436,-1177,259
2025-07-12 09:00:00,1463,-1230,233
2025-07-12 09:05:00,1578,-1390,188
2025-07-12 09:10:00,3026,-1038,1988
2025-07-12 09:15:00,3073,-1090,1983
2025-07-12 09:20:00,3125,-1060,2065
2025-07-12 09:25:00,3161,-1090,2071
2025-07-12 09:30:00,3193,-1130,2063
2025-07-12 09:35:00,3238,-1070,2168
2025-07-12 09:40:00,3290,-1235,2055
2025-07-12 09:45:00,3290,-1264,2026
2025-07-12 09:50:00,3329,-1290,2039
2025-07-12 09:55:00,3387,-1273,2114
2025-07-12 10:00:00,3406,-1339,2067
2025-07-12 10:05:00,3418,-1340,2078
2025-07-12 10:10:00,3434,-1372,2062
2025-07-12 10:15:00,3433,-1452,1981
2025-07-12 10:20:00,3456,-1474,1982
2025-07-12 10:25:00,3443,-1442,2001
2025-07-12 10:30:00,3448,-1453,1995
2025-07-12 10:35:00,3434,-1375,2059
2025-07-12 10:40:00,3509,-1432,2077
2025-07-12 10:45:00,3511,-1397,2114
2025-07-12 10:50:00,3480,-1436,2044
2025-07-12 10:55:00,3488,-1427,2061
2025-07-12 11:00:00,3545,-1496,2049
2025-07-12 11:05:00,3528,-1464,2064
2025-07-12 11:10:00,3509,-1410,2099
2025-07-12 11:15:00,3501,-1384,2117
2025-07-12 11:20:00,3456,-1387,2069
2025-07-12 11:25:00,3424,-1328,2096
2025-07-12 11:30:00,3407,-1382,2025
2025-07-12 11:35:00,3374,-1320,2054
2025-07-12 11:40:00,3330,-1280,2050
2025-07-12 11:45:00,3312,-932,2380
2025-07-12 11:50:00,3263,-2873,390
2025-07-12 11:55:00,3227,-2792,435
2025-07-12 12:00:00,3029,-703,2326
2025-07-12 12:05:00,2988,-706,2282
2025-07-12 12:10:00,2960,-781,2179
2025-07-12 12:15:00,2991,-801,2190
2025-07-12 12:20:00,2998,-808,2190
2025-07-12 12:25:00,2936,-790,2146
2025-07-12 12:30:00,2876,-702,2174
2025-07-12 12:35:00,2825,-642,2183
2025-07-12 12:40:00,2768,-660,2108
2025-07-12 12:45:00,2710,-566,2144
2025-07-12 12:50:00,2627,-477,2150
2025-07-12 12:55:00,2569,-436,2133
2025-07-12 13:00:00,2497,-370,2127
2025-07-12 13:05:00,2425,-278,2147
2025-07-12 13:10:00,2352,-257,2095
2025-07-12 13:15:00,2265,-192,2073
2025-07-12 13:20:00,2189,-115,2074
2025-07-12 13:25:00,2102,18,2120
2025-07-12 13:30:00,2013,75,2088
2025-07-12 13:35:00,1927,103,2030
2025-07-12 13:40:00,1838,2126,3964
2025-07-12 13:45:00,1754,308,2062
2025-07-12 13:50:00,1664,-1409,255
2025-07-12 13:55:00,1566,646,2212
2025-07-12 14:00:00,1442,794,2236
2025-07-12 14:05:00,1268,-992,276
2025-07-12 14:10:00,1130,-874,256
2025-07-12 14:15:00,887,-627,260
2025-07-12 14:20:00,800,-633,167
2025-07-12 14:25:00,735,-533,202
2025-07-12 14:30:00,711,-553,158
2025-07-12 14:35:00,656,-465,191
2025-07-12 14:40:00,599,-452,147
2025-07-12 14:45:00,528,-143,385
2025-07-12 14:50:00,465,-130,335
2025-07-12 14:55:00,308,24,332
2025-07-12 15:00:00,256,-90,166
2025-07-12 15:05:00,242,-80,162
2025-07-12 15:10:00,223,16,239
2025-07-12 15:15:00,205,44,249
2025-07-12 15:20:00,195,122,317
2025-07-12 15:25:00,188,68,256
2025-07-12 15:30:00,181,85,266
2025-07-12 15:35:00,175,86,261
2025-07-12 15:40:00,169,33,202
2025-07-12 15:45:00,161,21,182
2025-07-12 15:50:00,155,30,185
2025-07-12 15:55:00,151,90,241
2025-07-12 16:00:00,139,74,213
2025-07-12 16:05:00,132,84,216
2025-07-12 16:10:00,125,285,410
2025-07-12 16:15:00,119,179,298
2025-07-12 16:20:00,113,107,220
2025-07-12 16:25:00,106,108,214
2025-07-12 16:30:00,99,147,246
2025-07-12 16:35:00,93,180,273
2025-07-12 16:40:00,81,196,277
2025-07-12 16:45:00,71,171,242
2025-07-12 16:50:00,63,150,213
2025-07-12 16:55:00,43,157,200
2025-07-12 17:00:00,0,227,227
2025-07-12 17:05:00,0,203,203
2025-07-12 17:10:00,0,203,203
2025-07-12 17:15:00,0,192,192
2025-07-12 17:20:00,0,158,158
2025-07-12 17:25:00,0,160,160
2025-07-12 17:30:00,0,182,182
2025-07-12 17:35:00,0,213,213
2025-07-12 17:40:00,0,305,305
2025-07-12 17:45:00,0,212,212
2025-07-12 17:50:00,0,234,234
2025-07-12 17:55:00,0,193,193
2025-07-12 18:00:00,0,168,168
2025-07-12 18:05:00,0,166,166
2025-07-12 18:10:00,0,192,192
2025-07-12 18:15:00,0,195,195
2025-07-12 18:20:00,0,191,191
2025-07-12 18:25:00,0,184,184
2025-07-12 18:30:00,0,158,158
2025-07-12 18:35:00,0,140,140
2025-07-12 18:40:00,0,146,146
2025-07-12 18:45:00,0,166,166
2025-07-12 18:50:00,0,165,165
2025-07-12 18:55:00,0,210,210
2025-07-12 19:00:00,0,158,158
2025-07-12 19:05:00,0,161,161
2025-07-12 19:10:00,0,170,170
2025-07-12 19:15:00,0,175,175
2025-07-12 19:20:00,0,182,182
2025-07-12 19:25:00,0,184,184
2025-07-12 19:30:00,0,184,184
2025-07-12 19:35:00,0,251,251
2025-07-12 19:40:00,0,171,171
2025-07-12 19:45:00,0,172,172
2025-07-12 19:50:00,0,178,178
2025-07-12 19:55:00,0,202,202
2025-07-12 20:00:00,0,175,175
2025-07-12 20:05:00,0,181,181
2025-07-12 20:10:00,0,186,186
2025-07-12 20:15:00,0,190,190
2025-07-12 20:20:00,0,169,169
2025-07-12 20:25:00,0,180,180
2025-07-12 20:30:00,0,217,217
2025-07-12 20:35:00,0,191,191
2025-07-12 20:40:00,0,189,189
2025-07-12 20:45:00,0,166,166
2025-07-12 20:50:00,0,162,162
2025-07-12 20:55:00,0,177,177
2025-07-12 21:00:00,0,174,174
2025-07-12 21:05:00,0,172,172
2025-07-12 21:10:00,0,204,204
2025-07-12 21:15:00,0,196,196
2025-07-12 21:20:00,0,202,202
2025-07-12 21:25:00,0,174,174
2025-07-12 21:30:00,0,155,155
2025-07-12 21:35:00,0,174,174
2025-07-12 21:40:00,0,182,182
2025-07-12 21:45:00,0,201,201
2025-07-12 21:50:00,0,181,181
2025-07-12 21:55:00,0,156,156
2025-07-12 22:00:00,0,159,159
2025-07-12 22:05:00,0,158,158
2025-07-12 22:10:00,0,156,156
2025-07-12 22:15:00,0,180,180
2025-07-12 22:20:00,0,180,180
2025-07-12 22:25:00,0,162,162
2025-07-12 22:30:00,0,141,141
2025-07-12 22:35:00,0,138,138
2025-07-12 22:40:00,0,144,144
2025-07-12 22:45:00,0,148,148
2025-07-12 22:50:00,0,180,180
2025-07-12 22:55:00,0,168,168
2025-07-12 23:00:00,0,172,172
2025-07-12 23:05:00,0,151,151
2025-07-12 23:10:00,0,163,163
2025-07-12 23:15:00,0,142,142
2025-07-12 23:20:00,0,166,166
2025-07-12 23:25:00,0,162,162
2025-07-12 23:30:00,0,181,181
2025-07-12 23:35:00,0,189,189
2025-07-12 23:40:00,0,184,184
2025-07-12 23:45:00,0,154,154
2025-07-12 23:50:00,0,229,229
2025-07-12 23:55:00,0,167,167
