Time,PV(W),Grid(W),Load(W)
2025-05-09 00:00:00,0,178,178
2025-05-09 00:05:00,0,116,116
2025-05-09 00:10:00,0,147,147
2025-05-09 00:15:00,0,153,153
2025-05-09 00:20:00,0,179,179
2025-05-09 00:25:00,0,143,143
2025-05-09 00:30:00,0,183,183
2025-05-09 00:35:00,0,148,148
2025-05-09 00:40:00,0,160,160
2025-05-09 00:45:00,0,158,158
2025-05-09 00:50:00,0,208,208
2025-05-09 00:55:00,0,129,129
2025-05-09 01:00:00,0,115,115
2025-05-09 01:05:00,0,145,145
2025-05-09 01:10:00,0,173,173
2025-05-09 01:15:00,0,176,176
2025-05-09 01:20:00,0,151,151
2025-05-09 01:25:00,0,123,123
2025-05-09 01:30:00,0,114,114
2025-05-09 01:35:00,0,232,232
2025-05-09 01:40:00,0,160,160
2025-05-09 01:45:00,0,147,147
2025-05-09 01:50:00,0,125,125
2025-05-09 01:55:00,0,149,149
2025-05-09 02:00:00,0,117,117
2025-05-09 02:05:00,0,150,150
2025-05-09 02:10:00,0,152,152
2025-05-09 02:15:00,0,161,161
2025-05-09 02:20:00,0,116,116
2025-05-09 02:25:00,0,116,116
2025-05-09 02:30:00,0,118,118
2025-05-09 02:35:00,0,172,172
2025-05-09 02:40:00,0,154,154
2025-05-09 02:45:00,0,154,154
2025-05-09 02:50:00,0,121,121
2025-05-09 02:55:00,0,146,146
2025-05-09 03:00:00,0,177,177
2025-05-09 03:05:00,0,149,149
2025-05-09 03:10:00,0,150,150
2025-05-09 03:15:00,0,196,196
2025-05-09 03:20:00,0,112,112
2025-05-09 03:25:00,0,115,115
2025-05-09 03:30:00,0,152,152
2025-05-09 03:35:00,0,173,173
2025-05-09 03:40:00,0,151,151
2025-05-09 03:45:00,0,171,171
2025-05-09 03:50:00,0,116,116
2025-05-09 03:55:00,0,145,145
2025-05-09 04:00:00,0,150,150
2025-05-09 04:05:00,0,148,148
2025-05-09 04:10:00,0,153,153
2025-05-09 04:15:00,0,148,148
2025-05-09 04:20:00,0,125,125
2025-05-09 04:25:00,0,119,119
2025-05-09 04:30:00,0,152,152
2025-05-09 04:35:00,0,154,154
2025-05-09 04:40:00,0,155,155
2025-05-09 04:45:00,0,156,156
2025-05-09 04:50:00,0,120,120
2025-05-09 04:55:00,0,122,122
2025-05-09 05:00:00,0,154,154
2025-05-09 05:05:00,0,149,149
2025-05-09 05:10:00,0,153,153
2025-05-09 05:15:00,0,147,147
2025-05-09 05:20:00,0,115,115
2025-05-09 05:25:00,0,114,114
2025-05-09 05:30:00,0,194,194
2025-05-09 05:35:00,0,189,189
2025-05-09 05:40:00,0,150,150
2025-05-09 05:45:00,0,147,147
2025-05-09 05:50:00,0,117,117
2025-05-09 05:55:00,0,141,141
2025-05-09 06:00:00,0,119,119
2025-05-09 06:05:00,0,151,151
2025-05-09 06:10:00,0,149,149
2025-05-09 06:15:00,0,165,165
2025-05-09 06:20:00,0,108,108
2025-05-09 06:25:00,0,102,102
2025-05-09 06:30:00,0,128,128
2025-05-09 06:35:00,0,149,149
2025-05-09 06:40:00,112,72,184
2025-05-09 06:45:00,115,41,156
2025-05-09 06:50:00,188,-44,144
2025-05-09 06:55:00,155,-31,124
2025-05-09 07:00:00,173,-52,121
2025-05-09 07:05:00,173,-21,152
2025-05-09 07:10:00,149,10,159
2025-05-09 07:15:00,180,-20,160
2025-05-09 07:20:00,235,-110,125
2025-05-09 07:25:00,273,-145,128
2025-05-09 07:30:00,289,-167,122
2025-05-09 07:35:00,298,-136,162
2025-05-09 07:40:00,328,-147,181
2025-05-09 07:45:00,393,-200,193
2025-05-09 07:50:00,462,-315,147
2025-05-09 07:55:00,530,-375,155
2025-05-09 08:00:00,751,1561,2312
2025-05-09 08:05:00,798,-632,166
2025-05-09 08:10:00,1166,-681,485
2025-05-09 08:15:00,861,-498,363
2025-05-09 08:20:00,1340,-714,626
2025-05-09 08:25:00,1573,-1203,370
2025-05-09 08:30:00,985,-652,333
2025-05-09 08:35:00,868,-443,425
2025-05-09 08:40:00,825,1368,2193
2025-05-09 08:45:00,917,-510,407
2025-05-09 08:50:00,1327,1305,2632
2025-05-09 08:55:00,1067,1566,2633
2025-05-09 09:00:00,1496,1007,2503
2025-05-09 09:05:00,1049,-604,445
2025-05-09 09:10:00,1043,-546,497
2025-05-09 09:15:00,1088,-516,572
2025-05-09 09:20:00,3269,-553,2716
2025-05-09 09:25:00,4414,-3394,1020
2025-05-09 09:30:00,4236,-1498,2738
2025-05-09 09:35:00,1834,510,2344
2025-05-09 09:40:00,1732,738,2470
2025-05-09 09:45:00,1491,792,2283
2025-05-09 09:50:00,1628,620,2248
2025-05-09 09:55:00,4240,-975,3265
2025-05-09 10:00:00,1506,740,2246
2025-05-09 10:05:00,1144,1043,2187
2025-05-09 10:10:00,1425,765,2190
2025-05-09 10:15:00,4655,-2059,2596
2025-05-09 10:20:00,4764,-2507,2257
2025-05-09 10:25:00,4479,-1820,2659
2025-05-09 10:30:00,3823,-1498,2325
2025-05-09 10:35:00,4850,-2624,2226
2025-05-09 10:40:00,4972,-2635,2337
2025-05-09 10:45:00,1804,407,2211
2025-05-09 10:50:00,1574,643,2217
2025-05-09 10:55:00,1784,2277,4061
2025-05-09 11:00:00,1983,208,2191
2025-05-09 11:05:00,2378,1426,3804
2025-05-09 11:10:00,2858,968,3826
2025-05-09 11:15:00,2940,854,3794
2025-05-09 11:20:00,2991,-834,2157
2025-05-09 11:25:00,4578,-2320,2258
2025-05-09 11:30:00,4194,-3868,326
2025-05-09 11:35:00,3927,-1377,2550
2025-05-09 11:40:00,3724,-3374,350
2025-05-09 11:45:00,3724,-1130,2594
2025-05-09 11:50:00,3831,-3363,468
2025-05-09 11:55:00,4141,-3640,501
