Time,PV(W),Grid(W),Load(W)
2025-03-30 00:00:00,0,237,237
2025-03-30 00:05:00,0,239,239
2025-03-30 00:10:00,0,200,200
2025-03-30 00:15:00,0,202,202
2025-03-30 00:20:00,0,386,386
2025-03-30 00:25:00,0,385,385
2025-03-30 00:30:00,0,474,474
2025-03-30 00:35:00,0,453,453
2025-03-30 00:40:00,0,200,200
2025-03-30 00:45:00,0,200,200
2025-03-30 00:50:00,0,281,281
2025-03-30 00:55:00,0,329,329
2025-03-30 01:00:00,0,307,307
2025-03-30 01:05:00,0,324,324
2025-03-30 01:10:00,0,291,291
2025-03-30 01:15:00,0,270,270
2025-03-30 01:20:00,0,266,266
2025-03-30 01:25:00,0,271,271
2025-03-30 01:30:00,0,270,270
2025-03-30 01:35:00,0,291,291
2025-03-30 01:40:00,0,193,193
2025-03-30 01:45:00,0,257,257
2025-03-30 01:50:00,0,220,220
2025-03-30 01:55:00,0,268,268
2025-03-30 02:00:00,0,272,272
2025-03-30 02:05:00,0,232,232
2025-03-30 02:10:00,0,227,227
2025-03-30 02:15:00,0,234,234
2025-03-30 02:20:00,0,191,191
2025-03-30 02:25:00,0,250,250
2025-03-30 02:30:00,0,234,234
2025-03-30 02:35:00,0,258,258
2025-03-30 02:40:00,0,226,226
2025-03-30 02:45:00,0,251,251
2025-03-30 02:50:00,0,194,194
2025-03-30 02:55:00,0,265,265
2025-03-30 03:00:00,0,233,233
2025-03-30 03:05:00,0,230,230
2025-03-30 03:10:00,0,242,242
2025-03-30 03:15:00,0,193,193
2025-03-30 03:20:00,0,222,222
2025-03-30 03:25:00,0,225,225
2025-03-30 03:30:00,0,260,260
2025-03-30 03:35:00,0,227,227
2025-03-30 03:40:00,0,192,192
2025-03-30 03:45:00,0,209,209
2025-03-30 03:50:00,0,248,248
2025-03-30 03:55:00,0,227,227
2025-03-30 04:00:00,0,480,480
2025-03-30 04:05:00,0,496,496
2025-03-30 04:10:00,0,401,401
2025-03-30 04:15:00,0,436,436
2025-03-30 04:20:00,0,442,442
2025-03-30 04:25:00,0,253,253
2025-03-30 04:30:00,0,233,233
2025-03-30 04:35:00,0,195,195
2025-03-30 04:40:00,0,197,197
2025-03-30 04:45:00,0,232,232
2025-03-30 04:50:00,0,233,233
2025-03-30 04:55:00,0,231,231
2025-03-30 05:00:00,0,244,244
2025-03-30 05:05:00,0,240,240
2025-03-30 05:10:00,0,450,450
2025-03-30 05:15:00,0,264,264
2025-03-30 05:20:00,0,246,246
2025-03-30 05:25:00,0,234,234
2025-03-30 05:30:00,0,200,200
2025-03-30 05:35:00,0,272,272
2025-03-30 05:40:00,0,236,236
2025-03-30 05:45:00,0,241,241
2025-03-30 05:50:00,0,238,238
2025-03-30 05:55:00,0,262,262
2025-03-30 06:00:00,0,185,185
2025-03-30 06:05:00,0,184,184
2025-03-30 06:10:00,0,426,426
2025-03-30 06:15:00,0,430,430
2025-03-30 06:20:00,0,216,216
2025-03-30 06:25:00,0,266,266
2025-03-30 06:30:00,0,180,180
2025-03-30 06:35:00,109,122,231
2025-03-30 06:40:00,122,112,234
2025-03-30 06:45:00,134,101,235
2025-03-30 06:50:00,150,87,237
2025-03-30 06:55:00,161,54,215
2025-03-30 07:00:00,171,30,201
2025-03-30 07:05:00,182,48,230
2025-03-30 07:10:00,213,21,234
2025-03-30 07:15:00,748,-492,256
2025-03-30 07:20:00,788,-530,258
2025-03-30 07:25:00,997,-572,425
2025-03-30 07:30:00,2308,-1716,592
2025-03-30 07:35:00,2401,-2146,255
2025-03-30 07:40:00,2515,-2258,257
2025-03-30 07:45:00,3423,-3154,269
2025-03-30 07:50:00,3548,-3278,270
2025-03-30 07:55:00,3604,-570,3034
2025-03-30 08:00:00,3684,-951,2733
2025-03-30 08:05:00,3747,-3104,643
2025-03-30 08:10:00,3816,-1308,2508
2025-03-30 08:15:00,3875,-3478,397
2025-03-30 08:20:00,3950,-1554,2396
2025-03-30 08:25:00,4006,-1424,2582
2025-03-30 08:30:00,4047,-3344,703
2025-03-30 08:35:00,4113,-3414,699
2025-03-30 08:40:00,4186,-3276,910
2025-03-30 08:45:00,4244,-1683,2561
2025-03-30 08:50:00,4278,-1945,2333
2025-03-30 08:55:00,4315,-1647,2668
2025-03-30 09:00:00,4372,-1919,2453
2025-03-30 09:05:00,4424,-2396,2028
2025-03-30 09:10:00,4458,1225,5683
2025-03-30 09:15:00,4492,-124,4368
2025-03-30 09:20:00,4512,-143,4369
2025-03-30 09:25:00,4540,-2233,2307
2025-03-30 09:30:00,4562,-2272,2290
2025-03-30 09:35:00,4604,-2307,2297
2025-03-30 09:40:00,4623,-1056,3567
2025-03-30 09:45:00,4653,-2391,2262
2025-03-30 09:50:00,4662,-2393,2269
2025-03-30 09:55:00,4687,-1065,3622
2025-03-30 10:00:00,4712,2542,7254
2025-03-30 10:05:00,4812,-1306,3506
2025-03-30 10:10:00,4870,-1480,3390
2025-03-30 10:15:00,4926,512,5438
2025-03-30 10:20:00,4794,1499,6293
2025-03-30 10:25:00,980,2341,3321
2025-03-30 10:30:00,4998,-1706,3292
2025-03-30 10:35:00,5017,-1733,3284
2025-03-30 10:40:00,5024,-1736,3288
2025-03-30 10:45:00,5032,-1755,3277
2025-03-30 10:50:00,1092,2076,3168
2025-03-30 10:55:00,5023,-1747,3276
2025-03-30 11:00:00,2514,-675,1839
2025-03-30 11:05:00,5025,-1731,3294
2025-03-30 11:10:00,5005,-1719,3286
2025-03-30 11:15:00,5190,-1400,3790
2025-03-30 11:20:00,2247,877,3124
2025-03-30 11:25:00,4968,-1691,3277
2025-03-30 11:30:00,1224,1878,3102
2025-03-30 11:35:00,1274,1897,3171
2025-03-30 11:40:00,3949,-1468,2481
2025-03-30 11:45:00,4381,-1103,3278
2025-03-30 11:50:00,1669,610,2279
2025-03-30 11:55:00,1314,673,1987
2025-03-30 12:00:00,1870,415,2285
2025-03-30 12:05:00,2293,2474,4767
2025-03-30 12:10:00,4923,-1966,2957
2025-03-30 12:15:00,4497,-2647,1850
2025-03-30 12:20:00,1682,-1014,668
2025-03-30 12:25:00,1735,1101,2836
2025-03-30 12:30:00,5028,-2262,2766
2025-03-30 12:35:00,3774,-912,2862
2025-03-30 12:40:00,5033,-3365,1668
2025-03-30 12:45:00,5027,-3642,1385
2025-03-30 12:50:00,1782,-496,1286
2025-03-30 12:55:00,1729,-824,905
2025-03-30 13:00:00,1793,-447,1346
2025-03-30 13:05:00,2101,-920,1181
2025-03-30 13:10:00,5020,-3282,1738
2025-03-30 13:15:00,2412,-1207,1205
2025-03-30 13:20:00,4411,-3536,875
2025-03-30 13:25:00,3896,-2806,1090
2025-03-30 13:30:00,1528,-1050,478
2025-03-30 13:35:00,4385,-2986,1399
2025-03-30 13:40:00,977,-87,890
2025-03-30 13:45:00,899,919,1818
2025-03-30 13:50:00,1080,1651,2731
2025-03-30 13:55:00,878,14,892
2025-03-30 14:00:00,842,-39,803
2025-03-30 14:05:00,729,1951,2680
2025-03-30 14:10:00,724,1967,2691
2025-03-30 14:15:00,1159,624,1783
2025-03-30 14:20:00,3202,-775,2427
2025-03-30 14:25:00,922,752,1674
2025-03-30 14:30:00,2462,-1168,1294
2025-03-30 14:35:00,1906,19,1925
2025-03-30 14:40:00,1663,103,1766
2025-03-30 14:45:00,1334,18,1352
2025-03-30 14:50:00,1319,-154,1165
2025-03-30 14:55:00,1427,-84,1343
2025-03-30 15:00:00,1055,106,1161
2025-03-30 15:05:00,926,376,1302
2025-03-30 15:10:00,798,-103,695
2025-03-30 15:15:00,715,25,740
2025-03-30 15:20:00,563,113,676
2025-03-30 15:25:00,341,380,721
2025-03-30 15:30:00,360,385,745
2025-03-30 15:35:00,381,261,642
2025-03-30 15:40:00,461,145,606
2025-03-30 15:45:00,466,129,595
2025-03-30 15:50:00,364,273,637
2025-03-30 15:55:00,338,242,580
2025-03-30 16:00:00,275,330,605
2025-03-30 16:05:00,237,331,568
2025-03-30 16:10:00,267,34,301
2025-03-30 16:15:00,236,43,279
2025-03-30 16:20:00,193,84,277
2025-03-30 16:25:00,205,87,292
2025-03-30 16:30:00,165,533,698
2025-03-30 16:35:00,158,514,672
2025-03-30 16:40:00,158,432,590
2025-03-30 16:45:00,141,384,525
2025-03-30 16:50:00,136,353,489
2025-03-30 16:55:00,127,416,543
2025-03-30 17:00:00,122,159,281
2025-03-30 17:05:00,113,430,543
2025-03-30 17:10:00,105,429,534
2025-03-30 17:15:00,97,492,589
2025-03-30 17:20:00,87,339,426
2025-03-30 17:25:00,75,296,371
2025-03-30 17:30:00,60,346,406
2025-03-30 17:35:00,0,378,378
2025-03-30 17:40:00,0,282,282
2025-03-30 17:45:00,0,236,236
2025-03-30 17:50:00,0,252,252
2025-03-30 17:55:00,0,236,236
2025-03-30 18:00:00,0,240,240
2025-03-30 18:05:00,0,239,239
2025-03-30 18:10:00,0,292,292
2025-03-30 18:15:00,0,302,302
2025-03-30 18:20:00,0,308,308
2025-03-30 18:25:00,0,308,308
2025-03-30 18:30:00,0,328,328
2025-03-30 18:35:00,0,327,327
2025-03-30 18:40:00,0,378,378
2025-03-30 18:45:00,0,320,320
2025-03-30 18:50:00,0,439,439
2025-03-30 18:55:00,0,570,570
2025-03-30 19:00:00,0,567,567
2025-03-30 19:05:00,0,2247,2247
2025-03-30 19:10:00,0,1706,1706
2025-03-30 19:15:00,0,379,379
2025-03-30 19:20:00,0,1726,1726
2025-03-30 19:25:00,0,340,340
2025-03-30 19:30:00,0,474,474
2025-03-30 19:35:00,0,332,332
2025-03-30 19:40:00,0,337,337
2025-03-30 19:45:00,0,340,340
2025-03-30 19:50:00,0,1817,1817
2025-03-30 19:55:00,0,2304,2304
2025-03-30 20:00:00,0,342,342
2025-03-30 20:05:00,0,510,510
2025-03-30 20:10:00,0,629,629
2025-03-30 20:15:00,0,664,664
2025-03-30 20:20:00,0,652,652
2025-03-30 20:25:00,0,566,566
2025-03-30 20:30:00,0,643,643
2025-03-30 20:35:00,0,585,585
2025-03-30 20:40:00,0,575,575
2025-03-30 20:45:00,0,572,572
2025-03-30 20:50:00,0,578,578
2025-03-30 20:55:00,0,551,551
2025-03-30 21:00:00,0,545,545
2025-03-30 21:05:00,0,489,489
2025-03-30 21:10:00,0,489,489
2025-03-30 21:15:00,0,321,321
2025-03-30 21:20:00,0,525,525
2025-03-30 21:25:00,0,530,530
2025-03-30 21:30:00,0,484,484
2025-03-30 21:35:00,0,311,311
2025-03-30 21:40:00,0,311,311
2025-03-30 21:45:00,0,320,320
2025-03-30 21:50:00,0,521,521
2025-03-30 21:55:00,0,571,571
2025-03-30 22:00:00,0,541,541
2025-03-30 22:05:00,0,468,468
2025-03-30 22:10:00,0,299,299
2025-03-30 22:15:00,0,273,273
2025-03-30 22:20:00,0,272,272
2025-03-30 22:25:00,0,266,266
2025-03-30 22:30:00,0,452,452
2025-03-30 22:35:00,0,418,418
2025-03-30 22:40:00,0,180,180
2025-03-30 22:45:00,0,378,378
2025-03-30 22:50:00,0,861,861
2025-03-30 22:55:00,0,869,869
2025-03-30 23:00:00,0,578,578
2025-03-30 23:05:00,0,398,398
2025-03-30 23:10:00,0,206,206
2025-03-30 23:15:00,0,281,281
2025-03-30 23:20:00,0,318,318
2025-03-30 23:25:00,0,321,321
2025-03-30 23:30:00,0,320,320
2025-03-30 23:35:00,0,591,591
2025-03-30 23:40:00,0,523,523
2025-03-30 23:45:00,0,284,284
2025-03-30 23:50:00,0,280,280
2025-03-30 23:55:00,0,285,285
