Time,PV(W),Grid(W),Load(W)
2025-11-18 00:00:00,0,148,148
2025-11-18 00:05:00,0,148,148
2025-11-18 00:10:00,0,178,178
2025-11-18 00:15:00,0,182,182
2025-11-18 00:20:00,0,183,183
2025-11-18 00:25:00,0,180,180
2025-11-18 00:30:00,0,142,142
2025-11-18 00:35:00,0,350,350
2025-11-18 00:40:00,0,390,390
2025-11-18 00:45:00,0,175,175
2025-11-18 00:50:00,0,384,384
2025-11-18 00:55:00,0,182,182
2025-11-18 01:00:00,0,140,140
2025-11-18 01:05:00,0,134,134
2025-11-18 01:10:00,0,171,171
2025-11-18 01:15:00,0,171,171
2025-11-18 01:20:00,0,172,172
2025-11-18 01:25:00,0,177,177
2025-11-18 01:30:00,0,136,136
2025-11-18 01:35:00,0,168,168
2025-11-18 01:40:00,0,169,169
2025-11-18 01:45:00,0,378,378
2025-11-18 01:50:00,0,369,369
2025-11-18 01:55:00,0,135,135
2025-11-18 02:00:00,0,136,136
2025-11-18 02:05:00,0,166,166
2025-11-18 02:10:00,0,171,171
2025-11-18 02:15:00,0,172,172
2025-11-18 02:20:00,0,171,171
2025-11-18 02:25:00,0,136,136
2025-11-18 02:30:00,0,136,136
2025-11-18 02:35:00,0,167,167
2025-11-18 02:40:00,0,168,168
2025-11-18 02:45:00,0,172,172
2025-11-18 02:50:00,0,173,173
2025-11-18 02:55:00,0,136,136
2025-11-18 03:00:00,0,136,136
2025-11-18 03:05:00,0,166,166
2025-11-18 03:10:00,0,170,170
2025-11-18 03:15:00,0,174,174
2025-11-18 03:20:00,0,171,171
2025-11-18 03:25:00,0,137,137
2025-11-18 03:30:00,0,136,136
2025-11-18 03:35:00,0,167,167
2025-11-18 03:40:00,0,172,172
2025-11-18 03:45:00,0,172,172
2025-11-18 03:50:00,0,181,181
2025-11-18 03:55:00,0,136,136
2025-11-18 04:00:00,0,133,133
2025-11-18 04:05:00,0,168,168
2025-11-18 04:10:00,0,172,172
2025-11-18 04:15:00,0,173,173
2025-11-18 04:20:00,0,174,174
2025-11-18 04:25:00,0,139,139
2025-11-18 04:30:00,0,140,140
2025-11-18 04:35:00,0,168,168
2025-11-18 04:40:00,0,171,171
2025-11-18 04:45:00,0,162,162
2025-11-18 04:50:00,0,163,163
2025-11-18 04:55:00,0,123,123
2025-11-18 05:00:00,0,117,117
2025-11-18 05:05:00,0,152,152
2025-11-18 05:10:00,0,153,153
2025-11-18 05:15:00,107,64,171
2025-11-18 05:20:00,134,50,184
2025-11-18 05:25:00,151,0,151
2025-11-18 05:30:00,178,-42,136
2025-11-18 05:35:00,204,-38,166
2025-11-18 05:40:00,232,-64,168
2025-11-18 05:45:00,256,-81,175
2025-11-18 05:50:00,274,-93,181
2025-11-18 05:55:00,301,-158,143
2025-11-18 06:00:00,324,-182,142
2025-11-18 06:05:00,345,-170,175
2025-11-18 06:10:00,802,-632,170
2025-11-18 06:15:00,897,-712,185
2025-11-18 06:20:00,946,-760,186
2025-11-18 06:25:00,1077,-939,138
2025-11-18 06:30:00,2438,-2266,172
2025-11-18 06:35:00,2537,-2342,195
2025-11-18 06:40:00,2603,-2409,194
2025-11-18 06:45:00,2712,-2515,197
2025-11-18 06:50:00,3646,-3439,207
2025-11-18 06:55:00,3768,-3595,173
2025-11-18 07:00:00,3881,-3487,394
2025-11-18 07:05:00,4023,-3800,223
2025-11-18 07:10:00,4094,-3844,250
2025-11-18 07:15:00,4184,-3828,356
2025-11-18 07:20:00,4276,-3915,361
2025-11-18 07:25:00,4366,-2134,2232
2025-11-18 07:30:00,4438,-2190,2248
2025-11-18 07:35:00,4513,-4160,353
2025-11-18 07:40:00,4604,-4269,335
2025-11-18 07:45:00,4639,-4148,491
2025-11-18 07:50:00,4756,-4102,654
2025-11-18 07:55:00,4819,-4132,687
2025-11-18 08:00:00,4888,-4212,676
2025-11-18 08:05:00,4807,-4135,672
2025-11-18 08:10:00,4828,-4415,413
2025-11-18 08:15:00,4883,-4384,499
2025-11-18 08:20:00,4444,-1838,2606
2025-11-18 08:25:00,4864,-2404,2460
2025-11-18 08:30:00,4861,-2463,2398
2025-11-18 08:35:00,4872,-2502,2370
2025-11-18 08:40:00,4859,-2456,2403
2025-11-18 08:45:00,4932,-2561,2371
2025-11-18 08:50:00,4853,-2564,2289
2025-11-18 08:55:00,4835,-2558,2277
2025-11-18 09:00:00,2030,348,2378
2025-11-18 09:05:00,4838,-2489,2349
2025-11-18 09:10:00,4818,-2519,2299
2025-11-18 09:15:00,4822,-2553,2269
2025-11-18 09:20:00,4825,-2683,2142
2025-11-18 09:25:00,4886,-2756,2130
2025-11-18 09:30:00,4856,-2646,2210
2025-11-18 09:35:00,4775,-2604,2171
2025-11-18 09:40:00,4848,-2684,2164
2025-11-18 09:45:00,4854,-2619,2235
2025-11-18 09:50:00,4052,-940,3112
2025-11-18 09:55:00,1661,281,1942
2025-11-18 10:00:00,4806,-2646,2160
2025-11-18 10:05:00,4857,-2632,2225
2025-11-18 10:10:00,4842,-2680,2162
2025-11-18 10:15:00,4891,-2737,2154
2025-11-18 10:20:00,4925,-2783,2142
2025-11-18 10:25:00,4856,-2770,2086
2025-11-18 10:30:00,4903,-2783,2120
2025-11-18 10:35:00,1367,632,1999
2025-11-18 10:40:00,4935,-2826,2109
2025-11-18 10:45:00,2333,-374,1959
2025-11-18 10:50:00,4868,-4687,181
2025-11-18 10:55:00,1338,-1182,156
2025-11-18 11:00:00,1341,-1151,190
2025-11-18 11:05:00,1440,-1232,208
2025-11-18 11:10:00,1833,-1643,190
2025-11-18 11:15:00,2824,-2732,92
2025-11-18 11:20:00,4923,-4720,203
2025-11-18 11:25:00,4933,-4715,218
2025-11-18 11:30:00,1455,-1231,224
2025-11-18 11:35:00,2051,-1832,219
2025-11-18 11:40:00,1910,-1681,229
2025-11-18 11:45:00,2059,-1839,220
2025-11-18 11:50:00,1924,-1704,220
2025-11-18 11:55:00,1900,-1718,182
2025-11-18 12:00:00,2669,-2489,180
2025-11-18 12:05:00,4971,-4699,272
2025-11-18 12:10:00,4903,-4593,310
2025-11-18 12:15:00,4901,-4622,279
2025-11-18 12:20:00,4931,-4609,322
2025-11-18 12:25:00,4829,-4559,270
2025-11-18 12:30:00,4824,-2345,2479
2025-11-18 12:35:00,4772,-4457,315
2025-11-18 12:40:00,1700,672,2372
2025-11-18 12:45:00,4815,-4432,383
2025-11-18 12:50:00,4865,-4502,363
2025-11-18 12:55:00,1978,-1756,222
2025-11-18 13:00:00,4874,-4134,740
2025-11-18 13:05:00,1448,-1146,302
2025-11-18 13:10:00,1546,-1257,289
2025-11-18 13:15:00,1460,-1148,312
2025-11-18 13:20:00,1234,-982,252
2025-11-18 13:25:00,1045,-692,353
2025-11-18 13:30:00,984,-786,198
2025-11-18 13:35:00,1249,-1028,221
2025-11-18 13:40:00,1166,-934,232
2025-11-18 13:45:00,1074,-851,223
2025-11-18 13:50:00,1379,-1138,241
2025-11-18 13:55:00,1224,-1056,168
2025-11-18 14:00:00,918,-757,161
2025-11-18 14:05:00,1083,-880,203
2025-11-18 14:10:00,1167,-946,221
2025-11-18 14:15:00,1357,-1136,221
2025-11-18 14:20:00,1833,-1646,187
2025-11-18 14:25:00,4358,-4166,192
2025-11-18 14:30:00,1898,-1744,154
2025-11-18 14:35:00,3486,-3263,223
2025-11-18 14:40:00,3234,-3032,202
2025-11-18 14:45:00,2213,-1846,367
2025-11-18 14:50:00,3371,-3168,203
2025-11-18 14:55:00,2957,-2746,211
2025-11-18 15:00:00,2080,-1943,137
2025-11-18 15:05:00,2070,-1784,286
2025-11-18 15:10:00,734,-542,192
2025-11-18 15:15:00,827,-632,195
2025-11-18 15:20:00,1872,-1700,172
2025-11-18 15:25:00,1168,-1032,136
2025-11-18 15:30:00,708,-562,146
2025-11-18 15:35:00,1005,-850,155
2025-11-18 15:40:00,1105,-893,212
2025-11-18 15:45:00,1133,-940,193
2025-11-18 15:50:00,849,-658,191
2025-11-18 15:55:00,719,-574,145
2025-11-18 16:00:00,912,-766,146
2025-11-18 16:05:00,907,-756,151
2025-11-18 16:10:00,1067,-874,193
2025-11-18 16:15:00,1155,-967,188
2025-11-18 16:20:00,758,-574,184
2025-11-18 16:25:00,548,-358,190
2025-11-18 16:30:00,735,-590,145
2025-11-18 16:35:00,764,-617,147
2025-11-18 16:40:00,587,-408,179
2025-11-18 16:45:00,270,-88,182
2025-11-18 16:50:00,239,-59,180
2025-11-18 16:55:00,277,-92,185
2025-11-18 17:00:00,260,-114,146
2025-11-18 17:05:00,270,-125,145
2025-11-18 17:10:00,236,-46,190
2025-11-18 17:15:00,236,-56,180
2025-11-18 17:20:00,220,-40,180
2025-11-18 17:25:00,336,-158,178
2025-11-18 17:30:00,370,-228,142
2025-11-18 17:35:00,287,-142,145
2025-11-18 17:40:00,212,-38,174
2025-11-18 17:45:00,182,0,182
2025-11-18 17:50:00,124,58,182
2025-11-18 17:55:00,121,58,179
2025-11-18 18:00:00,113,30,143
2025-11-18 18:05:00,75,69,144
2025-11-18 18:10:00,57,112,169
2025-11-18 18:15:00,0,160,160
2025-11-18 18:20:00,0,163,163
2025-11-18 18:25:00,0,160,160
2025-11-18 18:30:00,0,174,174
2025-11-18 18:35:00,0,130,130
2025-11-18 18:40:00,0,134,134
2025-11-18 18:45:00,0,195,195
2025-11-18 18:50:00,0,250,250
2025-11-18 18:55:00,0,248,248
2025-11-18 19:00:00,0,234,234
2025-11-18 19:05:00,0,190,190
2025-11-18 19:10:00,0,191,191
2025-11-18 19:15:00,0,255,255
2025-11-18 19:20:00,0,253,253
2025-11-18 19:25:00,0,2594,2594
2025-11-18 19:30:00,0,2596,2596
2025-11-18 19:35:00,0,3544,3544
2025-11-18 19:40:00,0,2576,2576
2025-11-18 19:45:00,0,1718,1718
2025-11-18 19:50:00,0,3676,3676
2025-11-18 19:55:00,0,3790,3790
2025-11-18 20:00:00,0,3807,3807
2025-11-18 20:05:00,0,1878,1878
2025-11-18 20:10:00,0,280,280
2025-11-18 20:15:00,0,289,289
2025-11-18 20:20:00,0,2306,2306
2025-11-18 20:25:00,0,347,347
2025-11-18 20:30:00,0,620,620
2025-11-18 20:35:00,0,603,603
2025-11-18 20:40:00,0,588,588
2025-11-18 20:45:00,0,576,576
2025-11-18 20:50:00,0,381,381
2025-11-18 20:55:00,0,252,252
2025-11-18 21:00:00,0,505,505
2025-11-18 21:05:00,0,492,492
2025-11-18 21:10:00,0,422,422
2025-11-18 21:15:00,0,420,420
2025-11-18 21:20:00,0,422,422
2025-11-18 21:25:00,0,752,752
2025-11-18 21:30:00,0,229,229
2025-11-18 21:35:00,0,307,307
2025-11-18 21:40:00,0,328,328
2025-11-18 21:45:00,0,347,347
2025-11-18 21:50:00,0,328,328
2025-11-18 21:55:00,0,325,325
2025-11-18 22:00:00,0,317,317
2025-11-18 22:05:00,0,307,307
2025-11-18 22:10:00,0,301,301
2025-11-18 22:15:00,0,275,275
2025-11-18 22:20:00,0,296,296
2025-11-18 22:25:00,0,238,238
2025-11-18 22:30:00,0,222,222
2025-11-18 22:35:00,0,255,255
2025-11-18 22:40:00,0,262,262
2025-11-18 22:45:00,0,278,278
2025-11-18 22:50:00,0,259,259
2025-11-18 22:55:00,0,292,292
2025-11-18 23:00:00,0,225,225
2025-11-18 23:05:00,0,277,277
2025-11-18 23:10:00,0,258,258
2025-11-18 23:15:00,0,320,320
2025-11-18 23:20:00,0,318,318
2025-11-18 23:25:00,0,311,311
2025-11-18 23:30:00,0,377,377
2025-11-18 23:35:00,0,324,324
2025-11-18 23:40:00,0,298,298
2025-11-18 23:45:00,0,310,310
2025-11-18 23:50:00,0,295,295
2025-11-18 23:55:00,0,269,269
