Time,PV(W),Grid(W),Load(W)
2025-11-07 00:00:00,0,240,240
2025-11-07 00:05:00,0,267,267
2025-11-07 00:10:00,0,272,272
2025-11-07 00:15:00,0,270,270
2025-11-07 00:20:00,0,246,246
2025-11-07 00:25:00,0,232,232
2025-11-07 00:30:00,0,234,234
2025-11-07 00:35:00,0,240,240
2025-11-07 00:40:00,0,220,220
2025-11-07 00:45:00,0,222,222
2025-11-07 00:50:00,0,226,226
2025-11-07 00:55:00,0,217,217
2025-11-07 01:00:00,0,140,140
2025-11-07 01:05:00,0,139,139
2025-11-07 01:10:00,0,202,202
2025-11-07 01:15:00,0,188,188
2025-11-07 01:20:00,0,190,190
2025-11-07 01:25:00,0,226,226
2025-11-07 01:30:00,0,198,198
2025-11-07 01:35:00,0,201,201
2025-11-07 01:40:00,0,163,163
2025-11-07 01:45:00,0,184,184
2025-11-07 01:50:00,0,188,188
2025-11-07 01:55:00,0,202,202
2025-11-07 02:00:00,0,184,184
2025-11-07 02:05:00,0,195,195
2025-11-07 02:10:00,0,154,154
2025-11-07 02:15:00,0,186,186
2025-11-07 02:20:00,0,194,194
2025-11-07 02:25:00,0,194,194
2025-11-07 02:30:00,0,194,194
2025-11-07 02:35:00,0,201,201
2025-11-07 02:40:00,0,160,160
2025-11-07 02:45:00,0,188,188
2025-11-07 02:50:00,0,196,196
2025-11-07 02:55:00,0,196,196
2025-11-07 03:00:00,0,193,193
2025-11-07 03:05:00,0,159,159
2025-11-07 03:10:00,0,192,192
2025-11-07 03:15:00,0,197,197
2025-11-07 03:20:00,0,198,198
2025-11-07 03:25:00,0,195,195
2025-11-07 03:30:00,0,195,195
2025-11-07 03:35:00,0,162,162
2025-11-07 03:40:00,0,192,192
2025-11-07 03:45:00,0,199,199
2025-11-07 03:50:00,0,199,199
2025-11-07 03:55:00,0,191,191
2025-11-07 04:00:00,0,161,161
2025-11-07 04:05:00,0,205,205
2025-11-07 04:10:00,0,186,186
2025-11-07 04:15:00,0,190,190
2025-11-07 04:20:00,0,191,191
2025-11-07 04:25:00,0,158,158
2025-11-07 04:30:00,0,162,162
2025-11-07 04:35:00,0,190,190
2025-11-07 04:40:00,0,199,199
2025-11-07 04:45:00,0,186,186
2025-11-07 04:50:00,0,186,186
2025-11-07 04:55:00,0,145,145
2025-11-07 05:00:00,0,144,144
2025-11-07 05:05:00,0,167,167
2025-11-07 05:10:00,0,177,177
2025-11-07 05:15:00,230,-38,192
2025-11-07 05:20:00,271,-64,207
2025-11-07 05:25:00,250,-93,157
2025-11-07 05:30:00,240,-36,204
2025-11-07 05:35:00,246,-50,196
2025-11-07 05:40:00,248,-57,191
2025-11-07 05:45:00,248,-58,190
2025-11-07 05:50:00,245,-86,159
2025-11-07 05:55:00,226,-68,158
2025-11-07 06:00:00,202,0,202
2025-11-07 06:05:00,266,-74,192
2025-11-07 06:10:00,295,-107,188
2025-11-07 06:15:00,848,-658,190
2025-11-07 06:20:00,902,-742,160
2025-11-07 06:25:00,963,-801,162
2025-11-07 06:30:00,1470,-1285,185
2025-11-07 06:35:00,1843,-1550,293
2025-11-07 06:40:00,2751,-2540,211
2025-11-07 06:45:00,2806,-2634,172
2025-11-07 06:50:00,2891,-2712,179
2025-11-07 06:55:00,3943,-3713,230
2025-11-07 07:00:00,4325,-4080,245
2025-11-07 07:05:00,4478,-4245,233
2025-11-07 07:10:00,4859,-4618,241
2025-11-07 07:15:00,4224,-3975,249
2025-11-07 07:20:00,3224,-3032,192
2025-11-07 07:25:00,2358,-2141,217
2025-11-07 07:30:00,3139,-2915,224
2025-11-07 07:35:00,2658,-2438,220
2025-11-07 07:40:00,2014,-1788,226
2025-11-07 07:45:00,1523,-1341,182
2025-11-07 07:50:00,1559,-1399,160
2025-11-07 07:55:00,1839,-1641,198
2025-11-07 08:00:00,2751,-2560,191
2025-11-07 08:05:00,4240,-4063,177
2025-11-07 08:10:00,4262,-4024,238
2025-11-07 08:15:00,3371,-3300,71
2025-11-07 08:20:00,3608,-1512,2096
2025-11-07 08:25:00,4885,-2669,2216
2025-11-07 08:30:00,1930,132,2062
2025-11-07 08:35:00,4886,-2782,2104
2025-11-07 08:40:00,5062,-2799,2263
2025-11-07 08:45:00,4882,-2728,2154
2025-11-07 08:50:00,1670,376,2046
2025-11-07 08:55:00,3910,-2049,1861
2025-11-07 09:00:00,2165,-66,2099
2025-11-07 09:05:00,3879,-2626,1253
2025-11-07 09:10:00,4923,-2674,2249
2025-11-07 09:15:00,3394,896,4290
2025-11-07 09:20:00,4872,-2428,2444
2025-11-07 09:25:00,4876,-2467,2409
2025-11-07 09:30:00,4933,-660,4273
2025-11-07 09:35:00,4823,-4374,449
2025-11-07 09:40:00,3386,-1208,2178
2025-11-07 09:45:00,4016,-3458,558
2025-11-07 09:50:00,2536,142,2678
2025-11-07 09:55:00,1969,-1406,563
2025-11-07 10:00:00,2270,-1783,487
2025-11-07 10:05:00,4946,-4423,523
2025-11-07 10:10:00,4984,-2616,2368
2025-11-07 10:15:00,4931,-2528,2403
2025-11-07 10:20:00,4892,-2511,2381
2025-11-07 10:25:00,4925,-2179,2746
2025-11-07 10:30:00,4917,-2263,2654
2025-11-07 10:35:00,4923,-2338,2585
2025-11-07 10:40:00,4869,-2443,2426
2025-11-07 10:45:00,4865,-2630,2235
2025-11-07 10:50:00,4880,-2477,2403
2025-11-07 10:55:00,4891,-2362,2529
2025-11-07 11:00:00,4871,-2461,2410
2025-11-07 11:05:00,4814,-4380,434
2025-11-07 11:10:00,4077,-3524,553
2025-11-07 11:15:00,4832,-4250,582
2025-11-07 11:20:00,4848,-4153,695
2025-11-07 11:25:00,4802,-4466,336
2025-11-07 11:30:00,4433,-3850,583
2025-11-07 11:35:00,3157,-2681,476
2025-11-07 11:40:00,4662,-4113,549
2025-11-07 11:45:00,4876,-4247,629
2025-11-07 11:50:00,4819,-4358,461
2025-11-07 11:55:00,4853,-4252,601
2025-11-07 12:00:00,4821,-3689,1132
2025-11-07 12:05:00,4842,-3800,1042
2025-11-07 12:10:00,4771,-3658,1113
2025-11-07 12:15:00,4687,-3167,1520
2025-11-07 12:20:00,4675,-2980,1695
2025-11-07 12:25:00,4694,-2973,1721
2025-11-07 12:30:00,4707,-1278,3429
2025-11-07 12:35:00,4623,-2958,1665
2025-11-07 12:40:00,4533,-3012,1521
2025-11-07 12:45:00,4457,-1700,2757
2025-11-07 12:50:00,4408,-2893,1515
2025-11-07 12:55:00,4330,-2829,1501
2025-11-07 13:00:00,4272,-2942,1330
2025-11-07 13:05:00,4216,-2877,1339
2025-11-07 13:10:00,2061,-650,1411
2025-11-07 13:15:00,2328,-1161,1167
2025-11-07 13:20:00,4309,-897,3412
2025-11-07 13:25:00,4505,-3308,1197
2025-11-07 13:30:00,3770,-2543,1227
2025-11-07 13:35:00,2695,-1343,1352
2025-11-07 13:40:00,2492,-1358,1134
2025-11-07 13:45:00,2713,-1518,1195
2025-11-07 13:50:00,4032,-2874,1158
