Time,PV(W),Grid(W),Load(W)
2025-05-17 00:00:00,0,285,285
2025-05-17 00:05:00,0,300,300
2025-05-17 00:10:00,0,287,287
2025-05-17 00:15:00,0,251,251
2025-05-17 00:20:00,0,233,233
2025-05-17 00:25:00,0,274,274
2025-05-17 00:30:00,0,266,266
2025-05-17 00:35:00,0,271,271
2025-05-17 00:40:00,0,279,279
2025-05-17 00:45:00,0,224,224
2025-05-17 00:50:00,0,227,227
2025-05-17 00:55:00,0,269,269
2025-05-17 01:00:00,0,268,268
2025-05-17 01:05:00,0,279,279
2025-05-17 01:10:00,0,248,248
2025-05-17 01:15:00,0,258,258
2025-05-17 01:20:00,0,299,299
2025-05-17 01:25:00,0,277,277
2025-05-17 01:30:00,0,279,279
2025-05-17 01:35:00,0,274,274
2025-05-17 01:40:00,0,244,244
2025-05-17 01:45:00,0,240,240
2025-05-17 01:50:00,0,264,264
2025-05-17 01:55:00,0,264,264
2025-05-17 02:00:00,0,262,262
2025-05-17 02:05:00,0,259,259
2025-05-17 02:10:00,0,283,283
2025-05-17 02:15:00,0,230,230
2025-05-17 02:20:00,0,279,279
2025-05-17 02:25:00,0,290,290
2025-05-17 02:30:00,0,292,292
2025-05-17 02:35:00,0,219,219
2025-05-17 02:40:00,0,215,215
2025-05-17 02:45:00,0,214,214
2025-05-17 02:50:00,0,247,247
2025-05-17 02:55:00,0,248,248
2025-05-17 03:00:00,0,249,249
2025-05-17 03:05:00,0,232,232
2025-05-17 03:10:00,0,213,213
2025-05-17 03:15:00,0,266,266
2025-05-17 03:20:00,0,256,256
2025-05-17 03:25:00,0,270,270
2025-05-17 03:30:00,0,267,267
2025-05-17 03:35:00,0,213,213
2025-05-17 03:40:00,0,217,217
2025-05-17 03:45:00,0,252,252
2025-05-17 03:50:00,0,252,252
2025-05-17 03:55:00,0,246,246
2025-05-17 04:00:00,0,290,290
2025-05-17 04:05:00,0,295,295
2025-05-17 04:10:00,0,294,294
2025-05-17 04:15:00,0,294,294
2025-05-17 04:20:00,0,294,294
2025-05-17 04:25:00,0,294,294
2025-05-17 04:30:00,0,294,294
2025-05-17 04:35:00,0,275,275
2025-05-17 04:40:00,0,309,309
2025-05-17 04:45:00,0,310,310
2025-05-17 04:50:00,0,312,312
2025-05-17 04:55:00,0,318,318
2025-05-17 05:00:00,0,305,305
2025-05-17 05:05:00,0,223,223
2025-05-17 05:10:00,0,222,222
2025-05-17 05:15:00,0,226,226
2025-05-17 05:20:00,0,217,217
2025-05-17 05:25:00,0,264,264
2025-05-17 05:30:00,0,256,256
2025-05-17 05:35:00,0,256,256
2025-05-17 05:40:00,0,213,213
2025-05-17 05:45:00,0,216,216
2025-05-17 05:50:00,0,216,216
2025-05-17 05:55:00,0,211,211
2025-05-17 06:00:00,0,208,208
2025-05-17 06:05:00,0,173,173
2025-05-17 06:10:00,0,179,179
2025-05-17 06:15:00,0,179,179
2025-05-17 06:20:00,0,212,212
2025-05-17 06:25:00,0,208,208
2025-05-17 06:30:00,0,212,212
2025-05-17 06:35:00,0,165,165
2025-05-17 06:40:00,0,167,167
2025-05-17 06:45:00,0,169,169
2025-05-17 06:50:00,0,216,216
2025-05-17 06:55:00,0,200,200
2025-05-17 07:00:00,0,195,195
2025-05-17 07:05:00,192,0,192
2025-05-17 07:10:00,94,88,182
2025-05-17 07:15:00,179,6,185
2025-05-17 07:20:00,163,48,211
2025-05-17 07:25:00,137,78,215
2025-05-17 07:30:00,119,95,214
2025-05-17 07:35:00,103,90,193
2025-05-17 07:40:00,67,126,193
2025-05-17 07:45:00,48,146,194
2025-05-17 07:50:00,62,157,219
2025-05-17 07:55:00,62,168,230
2025-05-17 08:00:00,81,138,219
2025-05-17 08:05:00,104,88,192
2025-05-17 08:10:00,178,27,205
2025-05-17 08:15:00,59,142,201
2025-05-17 08:20:00,63,167,230
2025-05-17 08:25:00,110,121,231
2025-05-17 08:30:00,124,108,232
2025-05-17 08:35:00,231,-34,197
2025-05-17 08:40:00,370,-172,198
2025-05-17 08:45:00,382,-195,187
2025-05-17 08:50:00,459,-236,223
2025-05-17 08:55:00,897,-674,223
2025-05-17 09:00:00,1070,-684,386
2025-05-17 09:05:00,777,-442,335
2025-05-17 09:10:00,942,-570,372
2025-05-17 09:15:00,1016,-618,398
2025-05-17 09:20:00,984,-621,363
2025-05-17 09:25:00,1134,-743,391
2025-05-17 09:30:00,2099,393,2492
2025-05-17 09:35:00,2257,-1956,301
2025-05-17 09:40:00,1384,-1013,371
2025-05-17 09:45:00,2030,-1701,329
2025-05-17 09:50:00,1819,-1386,433
2025-05-17 09:55:00,1141,-902,239
2025-05-17 10:00:00,870,-662,208
2025-05-17 10:05:00,1070,-678,392
2025-05-17 10:10:00,976,1646,2622
2025-05-17 10:15:00,988,-470,518
2025-05-17 10:20:00,1075,-540,535
2025-05-17 10:25:00,848,-488,360
2025-05-17 10:30:00,1240,-891,349
2025-05-17 10:35:00,1195,-770,425
2025-05-17 10:40:00,3938,-3424,514
2025-05-17 10:45:00,3360,-2762,598
2025-05-17 10:50:00,2731,-2284,447
2025-05-17 10:55:00,1593,628,2221
2025-05-17 11:00:00,4053,-1842,2211
2025-05-17 11:05:00,1647,559,2206
2025-05-17 11:10:00,3370,-759,2611
2025-05-17 11:15:00,1784,310,2094
2025-05-17 11:20:00,3330,-1487,1843
2025-05-17 11:25:00,1847,90,1937
2025-05-17 11:30:00,1171,940,2111
2025-05-17 11:35:00,1762,325,2087
2025-05-17 11:40:00,4501,-2512,1989
2025-05-17 11:45:00,3014,-845,2169
2025-05-17 11:50:00,2408,-60,2348
2025-05-17 11:55:00,1482,620,2102
2025-05-17 12:00:00,582,1470,2052
2025-05-17 12:05:00,1189,823,2012
2025-05-17 12:10:00,3168,-842,2326
2025-05-17 12:15:00,1548,545,2093
2025-05-17 12:20:00,1497,605,2102
2025-05-17 12:25:00,1445,615,2060
2025-05-17 12:30:00,4142,-2026,2116
2025-05-17 12:35:00,1929,170,2099
2025-05-17 12:40:00,1794,323,2117
2025-05-17 12:45:00,1231,845,2076
2025-05-17 12:50:00,1014,1068,2082
2025-05-17 12:55:00,1428,633,2061
2025-05-17 13:00:00,3601,-1474,2127
2025-05-17 13:05:00,3431,-1205,2226
2025-05-17 13:10:00,2712,-2319,393
2025-05-17 13:15:00,2445,24,2469
2025-05-17 13:20:00,2435,-2080,355
2025-05-17 13:25:00,2316,-1993,323
2025-05-17 13:30:00,2269,-1878,391
2025-05-17 13:35:00,2040,-1682,358
2025-05-17 13:40:00,628,-254,374
2025-05-17 13:45:00,1404,-686,718
2025-05-17 13:50:00,1790,-1414,376
2025-05-17 13:55:00,1278,-1276,2
2025-05-17 14:00:00,1378,-1002,376
2025-05-17 14:05:00,723,-320,403
2025-05-17 14:10:00,1414,-1124,290
2025-05-17 14:15:00,811,-404,407
2025-05-17 14:20:00,472,-240,232
2025-05-17 14:25:00,452,-291,161
2025-05-17 14:30:00,483,-292,191
2025-05-17 14:35:00,902,-703,199
2025-05-17 14:40:00,682,-486,196
2025-05-17 14:45:00,535,-371,164
2025-05-17 14:50:00,349,-188,161
2025-05-17 14:55:00,316,-66,250
2025-05-17 15:00:00,288,-40,248
2025-05-17 15:05:00,257,-62,195
2025-05-17 15:10:00,231,-44,187
2025-05-17 15:15:00,224,-64,160
2025-05-17 15:20:00,225,-68,157
2025-05-17 15:25:00,211,-21,190
2025-05-17 15:30:00,244,-51,193
2025-05-17 15:35:00,298,895,1193
2025-05-17 15:40:00,182,63,245
2025-05-17 15:45:00,178,4,182
2025-05-17 15:50:00,164,53,217
2025-05-17 15:55:00,186,128,314
2025-05-17 16:00:00,174,41,215
2025-05-17 16:05:00,209,14,223
2025-05-17 16:10:00,192,0,192
2025-05-17 16:15:00,305,-64,241
2025-05-17 16:20:00,303,-84,219
2025-05-17 16:25:00,153,85,238
2025-05-17 16:30:00,109,106,215
2025-05-17 16:35:00,100,78,178
2025-05-17 16:40:00,101,73,174
2025-05-17 16:45:00,126,82,208
2025-05-17 16:50:00,154,94,248
2025-05-17 16:55:00,66,149,215
2025-05-17 17:00:00,0,165,165
