Time,PV(W),Grid(W),Load(W)
2025-07-17 00:00:00,0,162,162
2025-07-17 00:05:00,0,134,134
2025-07-17 00:10:00,0,746,746
2025-07-17 00:15:00,0,139,139
2025-07-17 00:20:00,0,166,166
2025-07-17 00:25:00,0,164,164
2025-07-17 00:30:00,0,159,159
2025-07-17 00:35:00,0,710,710
2025-07-17 00:40:00,0,714,714
2025-07-17 00:45:00,0,171,171
2025-07-17 00:50:00,0,202,202
2025-07-17 00:55:00,0,161,161
2025-07-17 01:00:00,0,177,177
2025-07-17 01:05:00,0,812,812
2025-07-17 01:10:00,0,149,149
2025-07-17 01:15:00,0,162,162
2025-07-17 01:20:00,0,132,132
2025-07-17 01:25:00,0,164,164
2025-07-17 01:30:00,0,748,748
2025-07-17 01:35:00,0,664,664
2025-07-17 01:40:00,0,140,140
2025-07-17 01:45:00,0,136,136
2025-07-17 01:50:00,0,152,152
2025-07-17 01:55:00,0,163,163
2025-07-17 02:00:00,0,789,789
2025-07-17 02:05:00,0,169,169
2025-07-17 02:10:00,0,196,196
2025-07-17 02:15:00,0,147,147
2025-07-17 02:20:00,0,135,135
2025-07-17 02:25:00,0,745,745
2025-07-17 02:30:00,0,239,239
2025-07-17 02:35:00,0,156,156
2025-07-17 02:40:00,0,160,160
2025-07-17 02:45:00,0,190,190
2025-07-17 02:50:00,0,706,706
2025-07-17 02:55:00,0,637,637
2025-07-17 03:00:00,0,135,135
2025-07-17 03:05:00,0,164,164
2025-07-17 03:10:00,0,184,184
2025-07-17 03:15:00,0,782,782
2025-07-17 03:20:00,0,659,659
2025-07-17 03:25:00,0,176,176
2025-07-17 03:30:00,0,139,139
2025-07-17 03:35:00,0,136,136
2025-07-17 03:40:00,0,688,688
2025-07-17 03:45:00,0,684,684
2025-07-17 03:50:00,0,162,162
2025-07-17 03:55:00,0,134,134
2025-07-17 04:00:00,0,134,134
2025-07-17 04:05:00,0,729,729
2025-07-17 04:10:00,0,681,681
2025-07-17 04:15:00,0,176,176
2025-07-17 04:20:00,0,176,176
2025-07-17 04:25:00,0,160,160
2025-07-17 04:30:00,0,701,701
2025-07-17 04:35:00,0,656,656
2025-07-17 04:40:00,0,133,133
2025-07-17 04:45:00,0,175,175
2025-07-17 04:50:00,0,158,158
2025-07-17 04:55:00,0,795,795
2025-07-17 05:00:00,0,182,182
2025-07-17 05:05:00,0,135,135
2025-07-17 05:10:00,0,141,141
2025-07-17 05:15:00,0,740,740
2025-07-17 05:20:00,0,679,679
2025-07-17 05:25:00,0,178,178
2025-07-17 05:30:00,0,162,162
2025-07-17 05:35:00,0,179,179
2025-07-17 05:40:00,0,671,671
2025-07-17 05:45:00,0,642,642
2025-07-17 05:50:00,0,137,137
2025-07-17 05:55:00,0,134,134
2025-07-17 06:00:00,0,171,171
2025-07-17 06:05:00,0,802,802
2025-07-17 06:10:00,0,174,174
2025-07-17 06:15:00,0,136,136
2025-07-17 06:20:00,0,147,147
2025-07-17 06:25:00,0,135,135
2025-07-17 06:30:00,0,768,768
2025-07-17 06:35:00,0,168,168
2025-07-17 06:40:00,0,148,148
2025-07-17 06:45:00,0,147,147
2025-07-17 06:50:00,0,690,690
2025-07-17 06:55:00,0,652,652
2025-07-17 07:00:00,0,140,140
2025-07-17 07:05:00,250,-93,157
2025-07-17 07:10:00,170,616,786
2025-07-17 07:15:00,171,539,710
2025-07-17 07:20:00,161,6,167
2025-07-17 07:25:00,173,-37,136
2025-07-17 07:30:00,191,-40,151
2025-07-17 07:35:00,390,417,807
2025-07-17 07:40:00,399,-253,146
2025-07-17 07:45:00,274,-111,163
2025-07-17 07:50:00,436,-253,183
2025-07-17 07:55:00,979,-191,788
2025-07-17 08:00:00,1024,-769,255
2025-07-17 08:05:00,1140,-975,165
2025-07-17 08:10:00,957,-764,193
2025-07-17 08:15:00,788,-539,249
2025-07-17 08:20:00,1701,-1547,154
2025-07-17 08:25:00,961,-722,239
2025-07-17 08:30:00,910,-489,421
2025-07-17 08:35:00,870,-476,394
2025-07-17 08:40:00,2970,-2479,491
2025-07-17 08:45:00,726,-190,536
2025-07-17 08:50:00,676,-360,316
2025-07-17 08:55:00,3500,-3210,290
2025-07-17 09:00:00,3291,-940,2351
2025-07-17 09:05:00,3269,-927,2342
2025-07-17 09:10:00,3071,-844,2227
2025-07-17 09:15:00,3013,-836,2177
2025-07-17 09:20:00,3072,-797,2275
2025-07-17 09:25:00,3131,-916,2215
2025-07-17 09:30:00,3323,-1184,2139
2025-07-17 09:35:00,1682,370,2052
2025-07-17 09:40:00,2484,-435,2049
2025-07-17 09:45:00,1313,787,2100
2025-07-17 09:50:00,3571,-1410,2161
2025-07-17 09:55:00,3233,-1176,2057
2025-07-17 10:00:00,3395,-1307,2088
2025-07-17 10:05:00,3393,-1294,2099
2025-07-17 10:10:00,3422,-1299,2123
2025-07-17 10:15:00,3569,-1393,2176
2025-07-17 10:20:00,3266,-1172,2094
2025-07-17 10:25:00,3260,-1059,2201
2025-07-17 10:30:00,3267,-1060,2207
