Time,PV(W),Grid(W),Load(W)
2025-06-09 00:00:00,0,166,166
2025-06-09 00:05:00,0,158,158
2025-06-09 00:10:00,0,737,737
2025-06-09 00:15:00,0,172,172
2025-06-09 00:20:00,0,128,128
2025-06-09 00:25:00,0,164,164
2025-06-09 00:30:00,0,733,733
2025-06-09 00:35:00,0,158,158
2025-06-09 00:40:00,0,157,157
2025-06-09 00:45:00,0,180,180
2025-06-09 00:50:00,0,635,635
2025-06-09 00:55:00,0,146,146
2025-06-09 01:00:00,0,134,134
2025-06-09 01:05:00,0,171,171
2025-06-09 01:10:00,0,724,724
2025-06-09 01:15:00,0,589,589
2025-06-09 01:20:00,0,160,160
2025-06-09 01:25:00,0,146,146
2025-06-09 01:30:00,0,132,132
2025-06-09 01:35:00,0,163,163
2025-06-09 01:40:00,0,684,684
2025-06-09 01:45:00,0,186,186
2025-06-09 01:50:00,0,158,158
2025-06-09 01:55:00,0,132,132
2025-06-09 02:00:00,0,130,130
2025-06-09 02:05:00,0,654,654
2025-06-09 02:10:00,0,171,171
2025-06-09 02:15:00,0,160,160
2025-06-09 02:20:00,0,153,153
2025-06-09 02:25:00,0,793,793
2025-06-09 02:30:00,0,553,553
2025-06-09 02:35:00,0,133,133
2025-06-09 02:40:00,0,138,138
2025-06-09 02:45:00,0,169,169
2025-06-09 02:50:00,0,623,623
2025-06-09 02:55:00,0,736,736
2025-06-09 03:00:00,0,165,165
2025-06-09 03:05:00,0,127,127
2025-06-09 03:10:00,0,692,692
2025-06-09 03:15:00,0,572,572
2025-06-09 03:20:00,0,155,155
2025-06-09 03:25:00,0,173,173
2025-06-09 03:30:00,0,164,164
2025-06-09 03:35:00,0,636,636
2025-06-09 03:40:00,0,494,494
2025-06-09 03:45:00,0,126,126
2025-06-09 03:50:00,0,152,152
2025-06-09 03:55:00,0,258,258
2025-06-09 04:00:00,0,748,748
2025-06-09 04:05:00,0,160,160
2025-06-09 04:10:00,0,183,183
2025-06-09 04:15:00,0,722,722
2025-06-09 04:20:00,0,135,135
2025-06-09 04:25:00,0,152,152
2025-06-09 04:30:00,0,148,148
2025-06-09 04:35:00,0,300,300
2025-06-09 04:40:00,0,766,766
2025-06-09 04:45:00,0,167,167
2025-06-09 04:50:00,0,156,156
2025-06-09 04:55:00,0,129,129
2025-06-09 05:00:00,0,722,722
2025-06-09 05:05:00,0,132,132
2025-06-09 05:10:00,0,173,173
2025-06-09 05:15:00,0,716,716
2025-06-09 05:20:00,0,181,181
2025-06-09 05:25:00,0,173,173
2025-06-09 05:30:00,0,149,149
2025-06-09 05:35:00,0,676,676
2025-06-09 05:40:00,0,542,542
2025-06-09 05:45:00,0,152,152
2025-06-09 05:50:00,0,156,156
2025-06-09 05:55:00,0,674,674
2025-06-09 06:00:00,0,700,700
2025-06-09 06:05:00,0,138,138
2025-06-09 06:10:00,0,130,130
2025-06-09 06:15:00,0,133,133
2025-06-09 06:20:00,0,698,698
2025-06-09 06:25:00,0,161,161
2025-06-09 06:30:00,0,142,142
2025-06-09 06:35:00,0,144,144
2025-06-09 06:40:00,0,680,680
2025-06-09 06:45:00,0,124,124
2025-06-09 06:50:00,0,114,114
2025-06-09 06:55:00,0,134,134
2025-06-09 07:00:00,0,708,708
2025-06-09 07:05:00,0,138,138
2025-06-09 07:10:00,114,42,156
2025-06-09 07:15:00,131,542,673
2025-06-09 07:20:00,147,377,524
2025-06-09 07:25:00,164,2066,2230
2025-06-09 07:30:00,179,40,219
2025-06-09 07:35:00,199,14,213
2025-06-09 07:40:00,215,33,248
2025-06-09 07:45:00,239,0,239
2025-06-09 07:50:00,619,-368,251
2025-06-09 07:55:00,892,-652,240
2025-06-09 08:00:00,1057,-840,217
2025-06-09 08:05:00,1103,-885,218
2025-06-09 08:10:00,1147,-716,431
2025-06-09 08:15:00,1184,-786,398
2025-06-09 08:20:00,1224,-850,374
2025-06-09 08:25:00,1240,-882,358
2025-06-09 08:30:00,1279,-955,324
2025-06-09 08:35:00,1309,-1007,302
2025-06-09 08:40:00,1337,-1078,259
2025-06-09 08:45:00,1367,-1081,286
2025-06-09 08:50:00,1388,-1106,282
2025-06-09 08:55:00,1424,-1134,290
2025-06-09 09:00:00,1442,-1148,294
2025-06-09 09:05:00,1464,-1172,292
2025-06-09 09:10:00,1565,-1257,308
2025-06-09 09:15:00,2982,-2714,268
2025-06-09 09:20:00,3034,-941,2093
2025-06-09 09:25:00,3070,-992,2078
2025-06-09 09:30:00,3104,-1041,2063
2025-06-09 09:35:00,3121,-958,2163
2025-06-09 09:40:00,3164,-1066,2098
2025-06-09 09:45:00,3185,-1106,2079
2025-06-09 09:50:00,3204,-1156,2048
2025-06-09 09:55:00,3220,-1154,2066
2025-06-09 10:00:00,3234,-1164,2070
2025-06-09 10:05:00,3230,-1139,2091
2025-06-09 10:10:00,3232,-1164,2068
2025-06-09 10:15:00,3301,-1198,2103
2025-06-09 10:20:00,3268,-1175,2093
2025-06-09 10:25:00,3365,-1278,2087
2025-06-09 10:30:00,3456,-1376,2080
2025-06-09 10:35:00,3447,-1441,2006
2025-06-09 10:40:00,3408,-1355,2053
2025-06-09 10:45:00,3337,-1284,2053
2025-06-09 10:50:00,3526,-1479,2047
2025-06-09 10:55:00,3513,-1436,2077
2025-06-09 11:00:00,3484,-1407,2077
2025-06-09 11:05:00,3473,-1336,2137
2025-06-09 11:10:00,3485,-1386,2099
2025-06-09 11:15:00,4177,-2108,2069
2025-06-09 11:20:00,3848,-1802,2046
2025-06-09 11:25:00,1112,853,1965
2025-06-09 11:30:00,4288,-1934,2354
2025-06-09 11:35:00,1144,951,2095
2025-06-09 11:40:00,926,1031,1957
2025-06-09 11:45:00,3816,-1772,2044
2025-06-09 11:50:00,3049,-1015,2034
2025-06-09 11:55:00,2043,-52,1991
2025-06-09 12:00:00,817,1166,1983
2025-06-09 12:05:00,2838,-1147,1691
2025-06-09 12:10:00,1464,766,2230
2025-06-09 12:15:00,943,591,1534
2025-06-09 12:20:00,3323,-1234,2089
2025-06-09 12:25:00,1299,1328,2627
2025-06-09 12:30:00,3157,-1046,2111
2025-06-09 12:35:00,652,1276,1928
2025-06-09 12:40:00,1033,993,2026
2025-06-09 12:45:00,3008,-939,2069
2025-06-09 12:50:00,2638,-564,2074
2025-06-09 12:55:00,2478,-426,2052
2025-06-09 13:00:00,2401,-351,2050
2025-06-09 13:05:00,2315,-250,2065
2025-06-09 13:10:00,2360,-300,2060
2025-06-09 13:15:00,2744,-715,2029
2025-06-09 13:20:00,2174,-219,1955
2025-06-09 13:25:00,1984,63,2047
2025-06-09 13:30:00,2053,9,2062
2025-06-09 13:35:00,1939,70,2009
2025-06-09 13:40:00,1739,258,1997
2025-06-09 13:45:00,1606,399,2005
2025-06-09 13:50:00,1512,486,1998
2025-06-09 13:55:00,1382,661,2043
2025-06-09 14:00:00,1256,766,2022
2025-06-09 14:05:00,1290,-1057,233
2025-06-09 14:10:00,1091,-881,210
2025-06-09 14:15:00,1107,-873,234
2025-06-09 14:20:00,893,-553,340
2025-06-09 14:25:00,283,-88,195
2025-06-09 14:30:00,267,-105,162
2025-06-09 14:35:00,272,-96,176
2025-06-09 14:40:00,282,-192,90
2025-06-09 14:45:00,260,-98,162
2025-06-09 14:50:00,219,28,247
2025-06-09 14:55:00,210,0,210
2025-06-09 15:00:00,205,0,205
2025-06-09 15:05:00,195,27,222
2025-06-09 15:10:00,246,-53,193
2025-06-09 15:15:00,220,-50,170
