Time,PV(W),Grid(W),Load(W)
2025-10-16 00:00:00,0,166,166
2025-10-16 00:05:00,0,136,136
2025-10-16 00:10:00,0,200,200
2025-10-16 00:15:00,0,196,196
2025-10-16 00:20:00,0,174,174
2025-10-16 00:25:00,0,170,170
2025-10-16 00:30:00,0,177,177
2025-10-16 00:35:00,0,131,131
2025-10-16 00:40:00,0,168,168
2025-10-16 00:45:00,0,184,184
2025-10-16 00:50:00,0,202,202
2025-10-16 00:55:00,0,167,167
2025-10-16 01:00:00,0,134,134
2025-10-16 01:05:00,0,181,181
2025-10-16 01:10:00,0,191,191
2025-10-16 01:15:00,0,178,178
2025-10-16 01:20:00,0,174,174
2025-10-16 01:25:00,0,199,199
2025-10-16 01:30:00,0,138,138
2025-10-16 01:35:00,0,168,168
2025-10-16 01:40:00,0,170,170
2025-10-16 01:45:00,0,194,194
2025-10-16 01:50:00,0,189,189
2025-10-16 01:55:00,0,152,152
2025-10-16 02:00:00,0,180,180
2025-10-16 02:05:00,0,165,165
2025-10-16 02:10:00,0,174,174
2025-10-16 02:15:00,0,166,166
2025-10-16 02:20:00,0,131,131
2025-10-16 02:25:00,0,135,135
2025-10-16 02:30:00,0,177,177
2025-10-16 02:35:00,0,171,171
2025-10-16 02:40:00,0,163,163
2025-10-16 02:45:00,0,167,167
2025-10-16 02:50:00,0,136,136
2025-10-16 02:55:00,0,164,164
2025-10-16 03:00:00,0,178,178
2025-10-16 03:05:00,0,167,167
2025-10-16 03:10:00,0,178,178
2025-10-16 03:15:00,0,134,134
2025-10-16 03:20:00,0,136,136
2025-10-16 03:25:00,0,167,167
2025-10-16 03:30:00,0,167,167
2025-10-16 03:35:00,0,168,168
2025-10-16 03:40:00,0,174,174
2025-10-16 03:45:00,0,134,134
2025-10-16 03:50:00,0,174,174
2025-10-16 03:55:00,0,189,189
2025-10-16 04:00:00,0,180,180
2025-10-16 04:05:00,0,170,170
2025-10-16 04:10:00,0,138,138
2025-10-16 04:15:00,0,139,139
2025-10-16 04:20:00,0,167,167
2025-10-16 04:25:00,0,172,172
2025-10-16 04:30:00,0,173,173
2025-10-16 04:35:00,0,171,171
2025-10-16 04:40:00,0,136,136
2025-10-16 04:45:00,0,133,133
2025-10-16 04:50:00,0,171,171
2025-10-16 04:55:00,0,172,172
2025-10-16 05:00:00,0,171,171
2025-10-16 05:05:00,0,196,196
2025-10-16 05:10:00,0,127,127
2025-10-16 05:15:00,0,151,151
2025-10-16 05:20:00,0,157,157
2025-10-16 05:25:00,0,154,154
2025-10-16 05:30:00,0,153,153
2025-10-16 05:35:00,0,134,134
2025-10-16 05:40:00,146,0,146
2025-10-16 05:45:00,198,-29,169
2025-10-16 05:50:00,256,-82,174
2025-10-16 05:55:00,340,-166,174
2025-10-16 06:00:00,448,-268,180
2025-10-16 06:05:00,542,-400,142
2025-10-16 06:10:00,647,-490,157
2025-10-16 06:15:00,754,-578,176
2025-10-16 06:20:00,898,-750,148
2025-10-16 06:25:00,1010,-656,354
2025-10-16 06:30:00,1047,-701,346
2025-10-16 06:35:00,977,-638,339
2025-10-16 06:40:00,865,-527,338
2025-10-16 06:45:00,803,-659,144
2025-10-16 06:50:00,841,-703,138
2025-10-16 06:55:00,978,-732,246
2025-10-16 07:00:00,988,-746,242
2025-10-16 07:05:00,1082,-838,244
2025-10-16 07:10:00,1096,-827,269
2025-10-16 07:15:00,1034,-796,238
2025-10-16 07:20:00,903,-688,215
2025-10-16 07:25:00,4161,-3924,237
2025-10-16 07:30:00,4496,-4326,170
2025-10-16 07:35:00,3280,-988,2292
2025-10-16 07:40:00,2229,-2056,173
2025-10-16 07:45:00,4363,-4055,308
2025-10-16 07:50:00,4379,-3992,387
2025-10-16 07:55:00,4530,-4152,378
2025-10-16 08:00:00,4878,-2565,2313
2025-10-16 08:05:00,4760,-4402,358
2025-10-16 08:10:00,4810,-4479,331
2025-10-16 08:15:00,4842,-4487,355
2025-10-16 08:20:00,1320,788,2108
2025-10-16 08:25:00,2120,-508,1612
2025-10-16 08:30:00,1476,579,2055
2025-10-16 08:35:00,4930,-2739,2191
2025-10-16 08:40:00,4935,-2713,2222
2025-10-16 08:45:00,4952,-2737,2215
2025-10-16 08:50:00,1863,238,2101
2025-10-16 08:55:00,1601,449,2050
2025-10-16 09:00:00,1404,707,2111
2025-10-16 09:05:00,1513,574,2087
2025-10-16 09:10:00,1404,582,1986
2025-10-16 09:15:00,1470,606,2076
2025-10-16 09:20:00,2684,-785,1899
2025-10-16 09:25:00,4902,-2729,2173
2025-10-16 09:30:00,4869,-2626,2243
2025-10-16 09:35:00,4871,-2778,2093
2025-10-16 09:40:00,2215,-22,2193
2025-10-16 09:45:00,1871,237,2108
2025-10-16 09:50:00,3980,-953,3027
2025-10-16 09:55:00,1650,2244,3894
2025-10-16 10:00:00,1631,349,1980
2025-10-16 10:05:00,1875,113,1988
2025-10-16 10:10:00,3059,-1017,2042
2025-10-16 10:15:00,4890,-2727,2163
2025-10-16 10:20:00,4924,-2853,2071
2025-10-16 10:25:00,3835,-2239,1596
2025-10-16 10:30:00,3588,-1530,2058
2025-10-16 10:35:00,5001,-2866,2135
2025-10-16 10:40:00,4925,-2780,2145
2025-10-16 10:45:00,4401,-5008,-607
2025-10-16 10:50:00,2176,-1949,227
2025-10-16 10:55:00,2229,-2002,227
2025-10-16 11:00:00,4799,-4548,251
2025-10-16 11:05:00,2261,-1995,266
2025-10-16 11:10:00,2109,-1882,227
2025-10-16 11:15:00,2422,-2389,33
2025-10-16 11:20:00,3614,-3053,561
2025-10-16 11:25:00,1324,-1072,252
2025-10-16 11:30:00,4831,-4572,259
2025-10-16 11:35:00,4783,-4516,267
2025-10-16 11:40:00,4880,-4612,268
2025-10-16 11:45:00,4878,-4702,176
2025-10-16 11:50:00,4746,-4746,0
2025-10-16 11:55:00,4895,-2376,2519
2025-10-16 12:00:00,4809,-4569,240
2025-10-16 12:05:00,4851,-2384,2467
2025-10-16 12:10:00,4801,-4453,348
2025-10-16 12:15:00,4786,-4559,227
2025-10-16 12:20:00,4737,-4508,229
2025-10-16 12:25:00,4673,-4441,232
2025-10-16 12:30:00,4708,-4418,290
2025-10-16 12:35:00,4876,-4186,690
2025-10-16 12:40:00,4467,-4280,187
2025-10-16 12:45:00,4289,-4107,182
2025-10-16 12:50:00,4266,-4038,228
2025-10-16 12:55:00,4207,-3983,224
2025-10-16 13:00:00,4356,-4147,209
2025-10-16 13:05:00,2540,-2540,0
2025-10-16 13:10:00,4012,-3759,253
2025-10-16 13:15:00,3949,-3748,201
2025-10-16 13:20:00,3912,-3684,228
2025-10-16 13:25:00,3904,-3668,236
2025-10-16 13:30:00,3705,-3461,244
2025-10-16 13:35:00,3564,-3325,239
2025-10-16 13:40:00,3516,-3315,201
2025-10-16 13:45:00,3390,-3191,199
2025-10-16 13:50:00,3327,-3086,241
2025-10-16 13:55:00,3365,-3141,224
2025-10-16 14:00:00,3458,-3201,257
2025-10-16 14:05:00,3042,-2802,240
2025-10-16 14:10:00,2956,-1599,1357
2025-10-16 14:15:00,3184,-2869,315
2025-10-16 14:20:00,2977,-2664,313
2025-10-16 14:25:00,565,-270,295
2025-10-16 14:30:00,2438,-2198,240
2025-10-16 14:35:00,2559,-2270,289
2025-10-16 14:40:00,2155,-1930,225
2025-10-16 14:45:00,1189,-799,390
2025-10-16 14:50:00,1903,-1448,455
2025-10-16 14:55:00,1488,-1262,226
2025-10-16 15:00:00,602,-303,299
2025-10-16 15:05:00,1318,-1053,265
2025-10-16 15:10:00,835,-543,292
2025-10-16 15:15:00,485,-208,277
2025-10-16 15:20:00,559,-266,293
2025-10-16 15:25:00,480,-200,280
2025-10-16 15:30:00,460,-181,279
2025-10-16 15:35:00,667,-433,234
2025-10-16 15:40:00,389,-137,252
2025-10-16 15:45:00,369,-179,190
2025-10-16 15:50:00,447,-263,184
2025-10-16 15:55:00,304,-121,183
2025-10-16 16:00:00,281,-26,255
2025-10-16 16:05:00,302,-62,240
2025-10-16 16:10:00,288,0,288
2025-10-16 16:15:00,272,0,272
2025-10-16 16:20:00,257,16,273
2025-10-16 16:25:00,238,31,269
2025-10-16 16:30:00,226,5,231
2025-10-16 16:35:00,220,9,229
2025-10-16 16:40:00,208,55,263
2025-10-16 16:45:00,199,9,208
2025-10-16 16:50:00,187,0,187
2025-10-16 16:55:00,178,10,188
2025-10-16 17:00:00,165,0,165
2025-10-16 17:05:00,154,0,154
2025-10-16 17:10:00,140,47,187
2025-10-16 17:15:00,131,47,178
2025-10-16 17:20:00,120,60,180
2025-10-16 17:25:00,110,80,190
2025-10-16 17:30:00,98,48,146
2025-10-16 17:35:00,83,91,174
2025-10-16 17:40:00,68,109,177
2025-10-16 17:45:00,43,134,177
2025-10-16 17:50:00,0,178,178
2025-10-16 17:55:00,0,139,139
2025-10-16 18:00:00,0,136,136
2025-10-16 18:05:00,0,171,171
2025-10-16 18:10:00,0,177,177
2025-10-16 18:15:00,0,186,186
2025-10-16 18:20:00,0,177,177
2025-10-16 18:25:00,0,137,137
2025-10-16 18:30:00,0,137,137
2025-10-16 18:35:00,0,166,166
2025-10-16 18:40:00,0,168,168
2025-10-16 18:45:00,0,264,264
2025-10-16 18:50:00,0,254,254
2025-10-16 18:55:00,0,214,214
2025-10-16 19:00:00,0,2260,2260
2025-10-16 19:05:00,0,270,270
2025-10-16 19:10:00,0,1453,1453
2025-10-16 19:15:00,0,2620,2620
2025-10-16 19:20:00,0,434,434
2025-10-16 19:25:00,0,2120,2120
2025-10-16 19:30:00,0,2061,2061
2025-10-16 19:35:00,0,2021,2021
2025-10-16 19:40:00,0,250,250
2025-10-16 19:45:00,0,444,444
2025-10-16 19:50:00,0,443,443
2025-10-16 19:55:00,0,431,431
2025-10-16 20:00:00,0,245,245
2025-10-16 20:05:00,0,270,270
2025-10-16 20:10:00,0,322,322
2025-10-16 20:15:00,0,348,348
2025-10-16 20:20:00,0,302,302
2025-10-16 20:25:00,0,294,294
2025-10-16 20:30:00,0,307,307
2025-10-16 20:35:00,0,292,292
2025-10-16 20:40:00,0,313,313
2025-10-16 20:45:00,0,270,270
2025-10-16 20:50:00,0,270,270
2025-10-16 20:55:00,0,330,330
2025-10-16 21:00:00,0,418,418
2025-10-16 21:05:00,0,384,384
2025-10-16 21:10:00,0,320,320
2025-10-16 21:15:00,0,394,394
2025-10-16 21:20:00,0,366,366
2025-10-16 21:25:00,0,439,439
2025-10-16 21:30:00,0,362,362
2025-10-16 21:35:00,0,371,371
2025-10-16 21:40:00,0,358,358
2025-10-16 21:45:00,0,375,375
2025-10-16 21:50:00,0,411,411
2025-10-16 21:55:00,0,351,351
2025-10-16 22:00:00,0,315,315
2025-10-16 22:05:00,0,347,347
2025-10-16 22:10:00,0,354,354
2025-10-16 22:15:00,0,362,362
2025-10-16 22:20:00,0,376,376
2025-10-16 22:25:00,0,444,444
2025-10-16 22:30:00,0,346,346
2025-10-16 22:35:00,0,344,344
2025-10-16 22:40:00,0,350,350
2025-10-16 22:45:00,0,340,340
2025-10-16 22:50:00,0,345,345
2025-10-16 22:55:00,0,357,357
2025-10-16 23:00:00,0,348,348
2025-10-16 23:05:00,0,335,335
2025-10-16 23:10:00,0,352,352
2025-10-16 23:15:00,0,340,340
2025-10-16 23:20:00,0,343,343
2025-10-16 23:25:00,0,309,309
2025-10-16 23:30:00,0,411,411
2025-10-16 23:35:00,0,348,348
2025-10-16 23:40:00,0,338,338
2025-10-16 23:45:00,0,361,361
2025-10-16 23:50:00,0,342,342
2025-10-16 23:55:00,0,313,313
