Time,PV(W),Grid(W),Load(W)
2025-10-28 00:00:00,0,376,376
2025-10-28 00:05:00,0,406,406
2025-10-28 00:10:00,0,373,373
2025-10-28 00:15:00,0,388,388
2025-10-28 00:20:00,0,200,200
2025-10-28 00:25:00,0,473,473
2025-10-28 00:30:00,0,386,386
2025-10-28 00:35:00,0,346,346
2025-10-28 00:40:00,0,387,387
2025-10-28 00:45:00,0,388,388
2025-10-28 00:50:00,0,661,661
2025-10-28 00:55:00,0,398,398
2025-10-28 01:00:00,0,355,355
2025-10-28 01:05:00,0,308,308
2025-10-28 01:10:00,0,348,348
2025-10-28 01:15:00,0,655,655
2025-10-28 01:20:00,0,401,401
2025-10-28 01:25:00,0,366,366
2025-10-28 01:30:00,0,308,308
2025-10-28 01:35:00,0,308,308
2025-10-28 01:40:00,0,178,178
2025-10-28 01:45:00,0,187,187
2025-10-28 01:50:00,0,358,358
2025-10-28 01:55:00,0,380,380
2025-10-28 02:00:00,0,342,342
2025-10-28 02:05:00,0,395,395
2025-10-28 02:10:00,0,176,176
2025-10-28 02:15:00,0,392,392
2025-10-28 02:20:00,0,407,407
2025-10-28 02:25:00,0,405,405
2025-10-28 02:30:00,0,366,366
2025-10-28 02:35:00,0,182,182
2025-10-28 02:40:00,0,544,544
2025-10-28 02:45:00,0,407,407
2025-10-28 02:50:00,0,385,385
2025-10-28 02:55:00,0,350,350
2025-10-28 03:00:00,0,173,173
2025-10-28 03:05:00,0,176,176
2025-10-28 03:10:00,0,186,186
2025-10-28 03:15:00,0,378,378
2025-10-28 03:20:00,0,355,355
2025-10-28 03:25:00,0,370,370
2025-10-28 03:30:00,0,188,188
2025-10-28 03:35:00,0,179,179
2025-10-28 03:40:00,0,182,182
2025-10-28 03:45:00,0,184,184
2025-10-28 03:50:00,0,365,365
2025-10-28 03:55:00,0,399,399
2025-10-28 04:00:00,0,202,202
2025-10-28 04:05:00,0,192,192
2025-10-28 04:10:00,0,182,182
2025-10-28 04:15:00,0,146,146
2025-10-28 04:20:00,0,145,145
2025-10-28 04:25:00,0,200,200
2025-10-28 04:30:00,0,198,198
2025-10-28 04:35:00,0,399,399
2025-10-28 04:40:00,0,425,425
2025-10-28 04:45:00,0,162,162
2025-10-28 04:50:00,0,199,199
2025-10-28 04:55:00,0,165,165
2025-10-28 05:00:00,0,350,350
